OA,Pop,UK,Mean_bornUK
E00026472,426,305,0.715962441314554
E00026473,204,140,0.6862745098039216
E00026474,319,238,0.7460815047021944
E00026475,267,177,0.6629213483146067
E00026476,343,281,0.8192419825072886
E00026477,383,271,0.7075718015665796
E00026478,249,190,0.7630522088353414
E00026479,221,170,0.7692307692307693
E00026480,325,316,0.9723076923076923
E00026481,300,292,0.9733333333333334
E00026482,347,329,0.9481268011527377
E00026483,290,284,0.9793103448275862
E00026484,312,250,0.8012820512820513
E00026485,310,285,0.9193548387096774
E00026487,277,261,0.9422382671480144
E00026488,265,230,0.8679245283018868
E00026489,362,229,0.6325966850828729
E00026490,274,184,0.6715328467153284
E00026491,420,229,0.5452380952380952
E00026492,316,174,0.5506329113924051
E00026493,535,348,0.6504672897196262
E00026494,513,253,0.49317738791423
E00026495,502,266,0.5298804780876494
E00026496,540,283,0.524074074074074
E00026497,274,150,0.5474452554744526
E00026498,447,265,0.5928411633109619
E00026501,350,176,0.5028571428571429
E00026502,372,135,0.3629032258064516
E00026503,409,226,0.5525672371638142
E00026504,479,285,0.5949895615866388
E00026505,353,185,0.5240793201133145
E00026506,494,266,0.5384615384615384
E00026507,470,288,0.6127659574468085
E00026508,384,211,0.5494791666666666
E00026509,506,286,0.5652173913043478
E00026510,439,309,0.7038724373576309
E00026511,428,183,0.42757009345794394
E00026512,450,210,0.4666666666666667
E00026513,530,260,0.49056603773584906
E00026514,531,242,0.455743879472693
E00026515,421,208,0.49406175771971494
E00026516,517,208,0.402321083172147
E00026517,489,249,0.50920245398773
E00026518,523,248,0.47418738049713194
E00026519,597,268,0.4489112227805695
E00026520,597,299,0.5008375209380235
E00026521,486,252,0.5185185185185185
E00026522,498,302,0.606425702811245
E00026523,528,237,0.44886363636363635
E00026524,355,202,0.5690140845070423
E00026525,412,244,0.5922330097087378
E00026526,299,172,0.5752508361204013
E00026527,307,211,0.6872964169381107
E00026528,305,247,0.8098360655737705
E00026529,144,74,0.5138888888888888
E00026530,400,243,0.6075
E00026531,403,222,0.5508684863523573
E00026532,304,215,0.7072368421052632
E00026533,560,370,0.6607142857142857
E00026534,370,204,0.5513513513513514
E00026535,511,262,0.512720156555773
E00026536,452,247,0.5464601769911505
E00026537,352,250,0.7102272727272727
E00026539,405,224,0.5530864197530864
E00026540,380,208,0.5473684210526316
E00026541,436,185,0.4243119266055046
E00026542,367,176,0.47956403269754766
E00026543,378,197,0.5211640211640212
E00026544,469,258,0.5501066098081023
E00026545,400,186,0.465
E00026546,397,260,0.654911838790932
E00026547,480,305,0.6354166666666666
E00026548,425,190,0.4470588235294118
E00026549,550,323,0.5872727272727273
E00026550,490,211,0.4306122448979592
E00026551,565,354,0.6265486725663717
E00026552,337,223,0.6617210682492581
E00026553,455,239,0.5252747252747253
E00026554,408,244,0.5980392156862745
E00026555,417,225,0.539568345323741
E00026556,350,285,0.8142857142857143
E00026557,336,237,0.7053571428571429
E00026558,375,210,0.56
E00026559,508,240,0.47244094488188976
E00026561,392,214,0.5459183673469388
E00026563,384,204,0.53125
E00026564,364,171,0.4697802197802198
E00026565,314,151,0.48089171974522293
E00026566,522,271,0.5191570881226054
E00026567,467,261,0.5588865096359743
E00026568,517,262,0.5067698259187621
E00026569,493,232,0.47058823529411764
E00026570,458,226,0.49344978165938863
E00026571,296,149,0.5033783783783784
E00026572,430,200,0.46511627906976744
E00026573,327,197,0.6024464831804281
E00026574,329,170,0.5167173252279635
E00026575,314,307,0.9777070063694268
E00026576,305,255,0.8360655737704918
E00026577,314,275,0.8757961783439491
E00026578,364,309,0.8489010989010989
E00026579,337,312,0.9258160237388724
E00026580,333,309,0.9279279279279279
E00026581,308,293,0.9512987012987013
E00026582,283,242,0.8551236749116607
E00026583,136,122,0.8970588235294118
E00026584,363,315,0.8677685950413223
E00026585,345,314,0.9101449275362319
E00026586,473,384,0.8118393234672304
E00026587,361,341,0.9445983379501385
E00026588,345,309,0.8956521739130435
E00026589,313,290,0.9265175718849841
E00026590,340,333,0.9794117647058823
E00026591,359,349,0.9721448467966574
E00026592,359,340,0.947075208913649
E00026593,355,341,0.9605633802816902
E00026594,299,277,0.9264214046822743
E00026595,331,288,0.8700906344410876
E00026596,303,294,0.9702970297029703
E00026597,286,275,0.9615384615384616
E00026598,256,240,0.9375
E00026599,344,296,0.8604651162790697
E00026600,295,285,0.9661016949152542
E00026601,257,210,0.8171206225680934
E00026602,285,267,0.9368421052631579
E00026603,302,282,0.9337748344370861
E00026604,293,281,0.9590443686006825
E00026605,267,252,0.9438202247191011
E00026606,220,171,0.7772727272727272
E00026607,500,456,0.912
E00026608,295,282,0.9559322033898305
E00026609,285,270,0.9473684210526315
E00026610,254,250,0.984251968503937
E00026611,368,345,0.9375
E00026612,444,400,0.9009009009009009
E00026613,268,222,0.8283582089552238
E00026614,286,260,0.9090909090909091
E00026615,316,305,0.9651898734177216
E00026616,332,291,0.8765060240963856
E00026617,317,276,0.8706624605678234
E00026618,279,256,0.9175627240143369
E00026619,252,214,0.8492063492063492
E00026620,331,297,0.8972809667673716
E00026621,291,273,0.9381443298969072
E00026622,221,161,0.7285067873303167
E00026623,322,297,0.922360248447205
E00026624,377,338,0.896551724137931
E00026625,281,262,0.9323843416370107
E00026626,260,233,0.8961538461538462
E00026627,325,267,0.8215384615384616
E00026628,326,278,0.852760736196319
E00026629,323,288,0.891640866873065
E00026630,308,284,0.922077922077922
E00026631,228,197,0.8640350877192983
E00026632,206,176,0.8543689320388349
E00026633,457,392,0.8577680525164114
E00026634,367,324,0.8828337874659401
E00026635,301,279,0.9269102990033222
E00026636,311,293,0.9421221864951769
E00026637,485,373,0.7690721649484537
E00026638,282,248,0.8794326241134752
E00026639,385,317,0.8233766233766234
E00026640,274,247,0.9014598540145985
E00026641,246,215,0.8739837398373984
E00026642,313,265,0.8466453674121406
E00026643,289,269,0.9307958477508651
E00026644,318,295,0.9276729559748428
E00026645,284,215,0.7570422535211268
E00026646,300,252,0.84
E00026647,251,216,0.8605577689243028
E00026648,254,198,0.7795275590551181
E00026649,266,255,0.9586466165413534
E00026650,275,246,0.8945454545454545
E00026651,238,207,0.8697478991596639
E00026652,344,324,0.9418604651162791
E00026653,366,338,0.9234972677595629
E00026654,267,251,0.9400749063670412
E00026655,304,270,0.8881578947368421
E00026656,549,451,0.8214936247723132
E00026657,152,141,0.9276315789473685
E00026658,193,163,0.844559585492228
E00026659,255,242,0.9490196078431372
E00026660,391,316,0.8081841432225064
E00026661,315,285,0.9047619047619048
E00026662,334,302,0.9041916167664671
E00026663,327,293,0.8960244648318043
E00026664,302,262,0.8675496688741722
E00026665,290,239,0.8241379310344827
E00026666,261,221,0.8467432950191571
E00026667,307,272,0.8859934853420195
E00026668,352,286,0.8125
E00026669,503,428,0.8508946322067594
E00026670,335,273,0.8149253731343283
E00026671,324,293,0.904320987654321
E00026672,300,273,0.91
E00026673,250,216,0.864
E00026674,366,331,0.9043715846994536
E00026675,302,248,0.8211920529801324
E00026676,255,219,0.8588235294117647
E00026677,330,286,0.8666666666666667
E00026678,287,266,0.926829268292683
E00026679,367,280,0.7629427792915532
E00026680,260,246,0.9461538461538461
E00026681,212,192,0.9056603773584906
E00026682,277,249,0.8989169675090253
E00026683,299,257,0.8595317725752508
E00026684,360,327,0.9083333333333333
E00026685,284,264,0.9295774647887324
E00026686,190,174,0.9157894736842105
E00026687,220,201,0.9136363636363637
E00026688,298,275,0.9228187919463087
E00026689,425,344,0.8094117647058824
E00026690,254,236,0.9291338582677166
E00026691,288,277,0.9618055555555556
E00026692,319,292,0.9153605015673981
E00026693,263,236,0.8973384030418251
E00026694,234,209,0.8931623931623932
E00026695,270,233,0.8629629629629629
E00026696,322,294,0.9130434782608695
E00026697,316,263,0.8322784810126582
E00026698,315,280,0.8888888888888888
E00026699,346,306,0.884393063583815
E00026700,284,213,0.75
E00026701,388,311,0.8015463917525774
E00026702,413,339,0.8208232445520581
E00026703,416,340,0.8173076923076923
E00026704,366,274,0.7486338797814208
E00026705,361,286,0.7922437673130194
E00026706,304,236,0.7763157894736842
E00026707,326,242,0.7423312883435583
E00026708,381,310,0.8136482939632546
E00026709,330,268,0.8121212121212121
E00026710,299,256,0.8561872909698997
E00026711,214,182,0.8504672897196262
E00026712,255,220,0.8627450980392157
E00026713,373,333,0.8927613941018767
E00026714,238,188,0.7899159663865546
E00026715,337,272,0.8071216617210683
E00026716,241,206,0.8547717842323651
E00026717,278,240,0.8633093525179856
E00026718,345,281,0.8144927536231884
E00026719,293,246,0.8395904436860068
E00026720,404,340,0.8415841584158416
E00026721,366,319,0.8715846994535519
E00026722,443,335,0.7562076749435666
E00026723,427,336,0.7868852459016393
E00026724,467,310,0.6638115631691649
E00026725,294,225,0.7653061224489796
E00026726,564,484,0.8581560283687943
E00026727,310,225,0.7258064516129032
E00026728,500,397,0.794
E00026730,429,317,0.7389277389277389
E00026731,340,275,0.8088235294117647
E00026732,281,209,0.7437722419928826
E00026733,317,248,0.7823343848580442
E00026734,478,401,0.8389121338912134
E00026735,358,286,0.7988826815642458
E00026736,345,267,0.7739130434782608
E00026737,317,246,0.7760252365930599
E00026738,469,413,0.8805970149253731
E00026739,295,218,0.7389830508474576
E00026740,317,278,0.8769716088328076
E00026741,294,244,0.8299319727891157
E00026742,338,271,0.8017751479289941
E00026743,345,277,0.8028985507246377
E00026744,251,200,0.796812749003984
E00026745,322,264,0.8198757763975155
E00026746,319,270,0.8463949843260188
E00026747,307,240,0.7817589576547231
E00026748,492,416,0.8455284552845529
E00026749,270,219,0.8111111111111111
E00026750,510,306,0.6
E00026751,476,281,0.5903361344537815
E00026752,310,230,0.7419354838709677
E00026753,434,262,0.6036866359447005
E00026754,480,318,0.6625
E00026755,413,269,0.6513317191283293
E00026756,481,352,0.7318087318087318
E00026758,622,570,0.9163987138263665
E00026759,316,266,0.8417721518987342
E00026760,543,482,0.8876611418047882
E00026761,183,81,0.4426229508196721
E00026764,482,247,0.5124481327800829
E00026765,543,281,0.5174953959484346
E00026766,554,214,0.3862815884476534
E00026767,412,246,0.5970873786407767
E00026768,355,168,0.4732394366197183
E00026769,367,231,0.6294277929155313
E00026770,499,287,0.5751503006012024
E00026771,301,152,0.5049833887043189
E00026772,394,269,0.682741116751269
E00026773,329,250,0.7598784194528876
E00026774,328,168,0.5121951219512195
E00026775,455,183,0.4021978021978022
E00026776,143,101,0.7062937062937062
E00026777,235,129,0.548936170212766
E00026778,412,239,0.5800970873786407
E00026779,441,276,0.6258503401360545
E00026780,384,293,0.7630208333333334
E00026781,455,311,0.6835164835164835
E00026782,391,264,0.6751918158567775
E00026783,499,314,0.6292585170340681
E00026784,478,276,0.5774058577405857
E00026785,405,354,0.8740740740740741
E00026786,261,241,0.9233716475095786
E00026787,377,333,0.883289124668435
E00026788,246,223,0.9065040650406504
E00026789,260,230,0.8846153846153846
E00026790,287,256,0.89198606271777
E00026791,261,232,0.8888888888888888
E00026792,291,266,0.9140893470790378
E00026793,288,258,0.8958333333333334
E00026795,336,304,0.9047619047619048
E00026796,290,270,0.9310344827586207
E00026797,300,268,0.8933333333333333
E00026798,306,284,0.9281045751633987
E00026799,192,185,0.9635416666666666
E00026800,337,321,0.9525222551928784
E00026801,305,252,0.8262295081967214
E00026802,332,290,0.8734939759036144
E00026803,328,308,0.9390243902439024
E00026804,330,304,0.9212121212121213
E00026806,449,345,0.7683741648106904
E00026807,281,244,0.8683274021352313
E00026808,238,213,0.8949579831932774
E00026809,265,231,0.8716981132075472
E00026810,176,154,0.875
E00026811,301,288,0.9568106312292359
E00026812,300,287,0.9566666666666667
E00026813,326,296,0.9079754601226994
E00026814,283,241,0.8515901060070671
E00026815,335,313,0.9343283582089552
E00026816,353,315,0.8923512747875354
E00026817,305,279,0.9147540983606557
E00026818,330,303,0.9181818181818182
E00026819,286,246,0.8601398601398601
E00026821,408,258,0.6323529411764706
E00026822,436,264,0.6055045871559633
E00026823,435,310,0.7126436781609196
E00026824,417,266,0.6378896882494005
E00026825,263,218,0.8288973384030418
E00026826,369,236,0.6395663956639567
E00026827,350,250,0.7142857142857143
E00026828,406,247,0.6083743842364532
E00026829,327,234,0.7155963302752294
E00026830,403,334,0.8287841191066998
E00026831,298,191,0.6409395973154363
E00026832,364,245,0.6730769230769231
E00026833,431,295,0.6844547563805105
E00026834,337,229,0.6795252225519288
E00026835,321,208,0.6479750778816199
E00026837,262,168,0.6412213740458015
E00026838,264,213,0.8068181818181818
E00026840,178,128,0.7191011235955056
E00026841,346,215,0.6213872832369942
E00026842,440,309,0.7022727272727273
E00026843,359,257,0.7158774373259053
E00026844,321,222,0.6915887850467289
E00026845,433,295,0.6812933025404158
E00026846,324,228,0.7037037037037037
E00026847,336,234,0.6964285714285714
E00026848,414,250,0.6038647342995169
E00026849,424,315,0.7429245283018868
E00026850,465,359,0.7720430107526882
E00026851,425,316,0.7435294117647059
E00026852,389,237,0.609254498714653
E00026854,522,337,0.6455938697318008
E00026855,330,233,0.706060606060606
E00026856,291,262,0.9003436426116839
E00026857,410,365,0.8902439024390244
E00026858,369,247,0.6693766937669376
E00026859,101,80,0.7920792079207921
E00026860,317,210,0.6624605678233438
E00026861,368,263,0.7146739130434783
E00026862,373,314,0.8418230563002681
E00026863,362,309,0.8535911602209945
E00026864,358,271,0.7569832402234636
E00026865,425,324,0.7623529411764706
E00026866,347,299,0.861671469740634
E00026867,322,276,0.8571428571428571
E00026868,235,199,0.8468085106382979
E00026869,253,210,0.8300395256916996
E00026870,399,296,0.7418546365914787
E00026871,405,334,0.8246913580246914
E00026872,387,331,0.8552971576227391
E00026873,387,327,0.8449612403100775
E00026874,395,320,0.810126582278481
E00026875,301,253,0.840531561461794
E00026876,425,303,0.7129411764705882
E00026877,617,456,0.7390599675850892
E00026878,502,439,0.8745019920318725
E00026879,440,346,0.7863636363636364
E00026880,414,298,0.7198067632850241
E00026881,325,282,0.8676923076923077
E00026882,279,240,0.8602150537634409
E00026883,339,282,0.831858407079646
E00026884,351,306,0.8717948717948718
E00026885,287,213,0.7421602787456446
E00026886,297,259,0.8720538720538721
E00026887,275,222,0.8072727272727273
E00026888,318,246,0.7735849056603774
E00026889,386,306,0.7927461139896373
E00026890,348,297,0.853448275862069
E00026891,228,189,0.8289473684210527
E00026892,275,214,0.7781818181818182
E00026893,498,405,0.8132530120481928
E00026894,492,428,0.8699186991869918
E00026895,306,261,0.8529411764705882
E00026896,280,224,0.8
E00026897,450,406,0.9022222222222223
E00026898,391,300,0.7672634271099744
E00026899,332,272,0.8192771084337349
E00026900,383,335,0.8746736292428199
E00026901,398,327,0.821608040201005
E00026902,402,294,0.7313432835820896
E00026903,457,362,0.7921225382932167
E00026904,271,237,0.8745387453874539
E00026905,473,415,0.8773784355179705
E00026906,246,219,0.8902439024390244
E00026907,258,244,0.9457364341085271
E00026908,219,204,0.9315068493150684
E00026909,300,263,0.8766666666666667
E00026910,313,274,0.8753993610223643
E00026912,322,287,0.8913043478260869
E00026913,258,217,0.8410852713178295
E00026914,314,265,0.8439490445859873
E00026915,284,256,0.9014084507042254
E00026916,309,186,0.6019417475728155
E00026917,405,329,0.8123456790123457
E00026918,248,225,0.907258064516129
E00026919,267,241,0.9026217228464419
E00026920,284,211,0.7429577464788732
E00026921,286,230,0.8041958041958042
E00026922,362,329,0.9088397790055248
E00026923,268,249,0.9291044776119403
E00026924,291,256,0.8797250859106529
E00026925,116,106,0.9137931034482759
E00026926,349,325,0.9312320916905444
E00026927,296,264,0.8918918918918919
E00026928,292,230,0.7876712328767124
E00026929,273,237,0.8681318681318682
E00026930,277,263,0.9494584837545126
E00026931,269,243,0.9033457249070632
E00026932,265,249,0.939622641509434
E00026933,298,279,0.9362416107382551
E00026934,264,239,0.9053030303030303
E00026935,337,314,0.9317507418397626
E00026936,393,362,0.9211195928753181
E00026937,566,495,0.8745583038869258
E00026938,258,234,0.9069767441860465
E00026939,315,306,0.9714285714285714
E00026940,239,210,0.8786610878661087
E00026941,309,276,0.8932038834951457
E00026942,311,280,0.9003215434083601
E00026943,335,301,0.8985074626865671
E00026944,103,97,0.941747572815534
E00175804,298,193,0.6476510067114094
E00175805,501,302,0.6027944111776448
E00175806,1359,893,0.6571008094186902
E00175807,433,253,0.5842956120092379
E00175808,994,492,0.4949698189134809
E00175809,472,166,0.3516949152542373
E00175810,204,144,0.7058823529411765
E00175811,771,303,0.39299610894941633
E00175812,422,126,0.2985781990521327
E00175813,374,95,0.2540106951871658
E00175814,188,125,0.6648936170212766
E00175815,271,153,0.5645756457564576
E00175816,457,313,0.6849015317286652
E00175817,833,417,0.5006002400960384
E00175818,773,522,0.6752910737386805
E00175819,2061,1761,0.8544395924308588
E00175820,847,468,0.5525383707201889
E00175821,429,214,0.4988344988344988
E00175822,214,113,0.5280373831775701
E00175823,197,162,0.8223350253807107
E00175824,416,201,0.4831730769230769
E00175825,994,364,0.36619718309859156
E00175826,169,129,0.7633136094674556
E00175827,375,277,0.7386666666666667
E00175828,254,143,0.562992125984252
E00175829,571,290,0.5078809106830122
E00175830,247,97,0.39271255060728744
E00175831,328,131,0.39939024390243905
E00175832,217,88,0.4055299539170507
E00175833,339,285,0.8407079646017699
E00175834,333,256,0.7687687687687688
E00175835,931,411,0.4414607948442535
E00175836,223,133,0.5964125560538116
E00175837,540,332,0.6148148148148148
E00175838,323,198,0.6130030959752322
E00175839,285,218,0.7649122807017544
E00175840,228,197,0.8640350877192983
E00175841,215,177,0.8232558139534883
E00175842,183,149,0.8142076502732241
E00175843,164,110,0.6707317073170732
E00175844,279,221,0.7921146953405018
E00175845,162,114,0.7037037037037037
E00175846,178,130,0.7303370786516854
E00175847,151,128,0.847682119205298
E00175848,342,232,0.6783625730994152
E00175849,271,150,0.5535055350553506
E00175850,250,199,0.796
E00175851,180,149,0.8277777777777777
E00175852,309,203,0.656957928802589
E00175853,199,108,0.542713567839196
E00175854,192,141,0.734375
E00175855,221,192,0.8687782805429864
E00175856,152,113,0.743421052631579
E00175857,148,107,0.722972972972973
E00175858,173,121,0.6994219653179191
E00175859,173,132,0.7630057803468208
E00175860,298,196,0.6577181208053692
E00175861,227,157,0.6916299559471366
E00175862,221,174,0.7873303167420814
E00175863,187,118,0.6310160427807486
E00175864,250,197,0.788
E00175865,201,170,0.845771144278607
E00175866,171,132,0.7719298245614035
E00175867,164,128,0.7804878048780488
E00175868,128,95,0.7421875
E00175869,217,117,0.5391705069124424
E00175870,164,133,0.8109756097560976
E00175871,238,191,0.8025210084033614
E00175872,252,179,0.7103174603174603
E00175873,218,188,0.8623853211009175
E00175874,182,132,0.7252747252747253
E00175875,466,261,0.5600858369098712
E00175876,230,150,0.6521739130434783
E00175877,214,122,0.5700934579439252
E00175878,305,241,0.7901639344262295
E00175879,193,119,0.616580310880829
E00175880,133,93,0.6992481203007519
E00175881,316,230,0.7278481012658228
E00175882,264,163,0.6174242424242424
E00175883,194,136,0.7010309278350515
E00175884,241,213,0.8838174273858921
E00175885,296,247,0.8344594594594594
E00175886,226,187,0.827433628318584
E00175887,192,160,0.8333333333333334
E00175888,270,241,0.8925925925925926
E00175889,275,226,0.8218181818181818
E00175890,267,206,0.7715355805243446
E00175891,242,190,0.7851239669421488
E00175892,269,227,0.8438661710037175
E00175893,234,198,0.8461538461538461
E00175894,238,208,0.8739495798319328
E00175895,424,364,0.8584905660377359
E00175896,253,211,0.83399209486166
E00175897,319,181,0.567398119122257
E00175898,267,184,0.6891385767790262
E00175899,257,221,0.8599221789883269
E00175900,326,172,0.5276073619631901
E00175901,234,99,0.4230769230769231
E00175902,330,299,0.906060606060606
E00175903,360,179,0.49722222222222223
E00175904,413,246,0.5956416464891041
E00175905,186,145,0.7795698924731183
E00175906,188,87,0.4627659574468085
E00175907,334,190,0.5688622754491018
E00175908,330,205,0.6212121212121212
E00175909,282,238,0.8439716312056738
E00175910,179,149,0.8324022346368715
E00175911,218,123,0.5642201834862385
E00175912,279,114,0.40860215053763443
E00175913,178,132,0.7415730337078652
E00175914,211,173,0.8199052132701422
E00175915,222,187,0.8423423423423423
E00175916,259,209,0.806949806949807
E00175917,224,183,0.8169642857142857
E00175918,292,182,0.6232876712328768
E00175919,248,162,0.6532258064516129
E00175920,293,192,0.6552901023890785
E00175921,167,106,0.6347305389221557
E00175922,189,104,0.5502645502645502
E00175923,186,127,0.6827956989247311
E00175924,312,169,0.5416666666666666
E00175925,358,270,0.7541899441340782
E00175926,341,188,0.5513196480938416
E00175927,380,213,0.5605263157894737
E00175928,248,120,0.4838709677419355
E00175929,460,283,0.6152173913043478
E00175930,156,88,0.5641025641025641
E00175931,135,82,0.6074074074074074
E00175932,312,188,0.6025641025641025
E00175933,116,65,0.5603448275862069
E00175934,273,188,0.6886446886446886
E00175935,292,162,0.5547945205479452
E00175936,210,133,0.6333333333333333
E00175937,250,190,0.76
E00175938,109,90,0.8256880733944955
E00175939,115,46,0.4
E00175940,367,138,0.3760217983651226
E00175941,374,167,0.446524064171123
E00175942,971,847,0.8722966014418125
E00175943,434,203,0.46774193548387094
E00175944,382,170,0.44502617801047123
E00175945,212,150,0.7075471698113207
E00175946,172,109,0.6337209302325582
E00175947,262,180,0.6870229007633588
E00175948,189,94,0.4973544973544973
E00175949,509,253,0.49705304518664045
E00175950,318,192,0.6037735849056604
E00175951,359,100,0.2785515320334262
E00175952,467,311,0.6659528907922913
E00175953,264,126,0.4772727272727273
E00175954,346,168,0.48554913294797686
E00175955,299,170,0.568561872909699
E00175956,209,91,0.4354066985645933
E00175957,716,645,0.9008379888268156
E00175958,129,113,0.875968992248062
E00175959,294,253,0.8605442176870748
E00175960,215,112,0.5209302325581395
E00175961,204,103,0.5049019607843137
E00175962,196,100,0.5102040816326531
E00175963,198,71,0.35858585858585856
E00175964,156,97,0.6217948717948718
E00175965,208,149,0.7163461538461539
E00175966,315,274,0.8698412698412699
E00175967,283,145,0.5123674911660777
E00175968,385,198,0.5142857142857142
E00175969,189,146,0.7724867724867724
E00175970,214,168,0.7850467289719626
E00175971,244,152,0.6229508196721312
E00175972,717,368,0.5132496513249651
E00175973,175,111,0.6342857142857142
E00175974,206,146,0.7087378640776699
E00175975,288,151,0.5243055555555556
E00175976,263,188,0.714828897338403
E00175977,209,124,0.5933014354066986
E00175978,239,200,0.8368200836820083
E00175979,165,115,0.696969696969697
E00175980,266,205,0.7706766917293233
E00175981,251,218,0.8685258964143426
E00175982,273,188,0.6886446886446886
E00175983,194,166,0.8556701030927835
E00175984,215,168,0.7813953488372093
E00175985,198,149,0.7525252525252525
E00175986,126,113,0.8968253968253969
E00175987,192,149,0.7760416666666666
E00175988,144,115,0.7986111111111112
E00175989,199,159,0.7989949748743719
E00175990,197,170,0.8629441624365483
E00175991,338,103,0.3047337278106509
E00175992,344,189,0.5494186046511628
E00175993,275,107,0.3890909090909091
E00175994,184,163,0.8858695652173914
E00175995,159,102,0.6415094339622641
E00175996,218,171,0.7844036697247706
E00175997,224,140,0.625
E00175998,186,133,0.7150537634408602
E00175999,358,250,0.6983240223463687
E00176000,250,122,0.488
E00176001,288,205,0.7118055555555556
E00176002,111,81,0.7297297297297297
E00176003,188,132,0.7021276595744681
E00176004,212,135,0.6367924528301887
E00176005,289,158,0.5467128027681661
E00176006,223,173,0.7757847533632287
E00176007,105,82,0.780952380952381
E00176008,143,112,0.7832167832167832
E00176009,203,90,0.4433497536945813
E00176010,217,131,0.6036866359447005
E00176011,224,196,0.875
E00176012,382,322,0.8429319371727748
E00176013,192,155,0.8072916666666666
E00176014,181,146,0.8066298342541437
E00176015,298,262,0.8791946308724832
E00176016,116,110,0.9482758620689655
E00176017,151,114,0.7549668874172185
E00176018,340,147,0.4323529411764706
E00176019,370,254,0.6864864864864865
E00176020,403,267,0.6625310173697271
E00176021,409,300,0.7334963325183375
E00176022,270,174,0.6444444444444445
E00176023,259,114,0.44015444015444016
E00176024,157,136,0.8662420382165605
E00176025,146,120,0.821917808219178
E00176026,204,147,0.7205882352941176
E00176027,988,815,0.8248987854251012
E00176028,165,90,0.5454545454545454
E00176029,229,184,0.8034934497816594
E00176030,1108,964,0.8700361010830325
E00176031,199,109,0.5477386934673367
E00176032,271,206,0.7601476014760148
E00176033,352,299,0.8494318181818182
E00176034,426,332,0.7793427230046949
E00176035,198,168,0.8484848484848485
E00176036,281,230,0.8185053380782918
E00176037,214,182,0.8504672897196262
E00176038,596,336,0.5637583892617449
E00176039,191,134,0.7015706806282722
E00176040,171,97,0.5672514619883041
E00176041,586,463,0.7901023890784983
E00176042,374,190,0.5080213903743316
E00176043,207,130,0.6280193236714976
E00176044,301,204,0.6777408637873754
E00176045,192,137,0.7135416666666666
E00176046,1178,788,0.6689303904923599
E00176047,152,63,0.4144736842105263
E00176048,183,128,0.6994535519125683
E00176049,315,229,0.726984126984127
E00176050,192,149,0.7760416666666666
E00176051,168,144,0.8571428571428571
E00176052,198,151,0.7626262626262627
E00176053,174,136,0.7816091954022989
E00176054,208,168,0.8076923076923077
E00176055,178,108,0.6067415730337079
E00176056,207,146,0.7053140096618358
E00176057,206,155,0.7524271844660194
E00176058,170,116,0.6823529411764706
E00176059,218,156,0.7155963302752294
E00176060,319,217,0.6802507836990596
E00176061,155,62,0.4
E00176062,200,147,0.735
E00176063,179,103,0.5754189944134078
E00176064,169,112,0.6627218934911243
E00176065,244,199,0.8155737704918032
E00176066,361,268,0.7423822714681441
E00176067,297,199,0.67003367003367
E00176068,227,95,0.4185022026431718
E00176069,197,156,0.7918781725888325
E00176070,485,357,0.7360824742268042
E00176071,255,161,0.6313725490196078
E00176072,285,142,0.4982456140350877
E00176073,287,183,0.6376306620209059
E00176074,235,177,0.7531914893617021
E00176075,162,85,0.5246913580246914
E00176076,227,183,0.8061674008810573
E00176077,282,205,0.7269503546099291
E00176078,300,230,0.7666666666666667
E00176079,289,235,0.8131487889273357
E00176080,217,174,0.8018433179723502
E00176081,122,67,0.5491803278688525
E00176082,966,713,0.7380952380952381
E00176083,386,307,0.7953367875647669
E00176084,176,153,0.8693181818181818
E00176085,115,102,0.8869565217391304
E00176086,163,142,0.8711656441717791
E00176087,197,159,0.8071065989847716
E00176088,297,229,0.7710437710437711
E00176089,158,129,0.8164556962025317
E00176090,284,174,0.6126760563380281
E00176091,618,358,0.5792880258899676
E00176092,226,181,0.8008849557522124
E00176093,295,180,0.6101694915254238
