OA,Pop,UK,Mean_bornUK
E00026018,332,311,0.9367469879518072
E00026019,193,158,0.8186528497409327
E00026020,324,305,0.941358024691358
E00026021,228,187,0.8201754385964912
E00026022,339,312,0.9203539823008849
E00026023,245,228,0.9306122448979591
E00026024,265,248,0.9358490566037736
E00026025,315,300,0.9523809523809523
E00026026,217,192,0.8847926267281107
E00026027,396,351,0.8863636363636364
E00026028,356,322,0.9044943820224719
E00026030,372,288,0.7741935483870968
E00026031,327,279,0.8532110091743119
E00026032,294,277,0.9421768707482994
E00026033,293,238,0.8122866894197952
E00026034,307,225,0.7328990228013029
E00026035,364,307,0.8434065934065934
E00026036,530,296,0.5584905660377358
E00026038,485,246,0.5072164948453608
E00026039,364,198,0.5439560439560439
E00026040,363,203,0.559228650137741
E00026041,287,216,0.7526132404181185
E00026042,563,274,0.4866785079928952
E00026043,512,249,0.486328125
E00026045,445,207,0.4651685393258427
E00026046,542,246,0.45387453874538747
E00026047,403,235,0.5831265508684863
E00026048,427,259,0.6065573770491803
E00026049,461,206,0.44685466377440347
E00026052,400,229,0.5725
E00026053,355,211,0.5943661971830986
E00026054,474,304,0.6413502109704642
E00026055,187,145,0.7754010695187166
E00026056,478,236,0.49372384937238495
E00026057,490,241,0.49183673469387756
E00026058,497,243,0.48893360160965793
E00026059,332,268,0.8072289156626506
E00026060,423,269,0.6359338061465721
E00026065,399,211,0.5288220551378446
E00026066,387,175,0.45219638242894056
E00026067,415,209,0.5036144578313253
E00026068,321,162,0.5046728971962616
E00026069,472,219,0.4639830508474576
E00026070,452,210,0.4646017699115044
E00026071,336,195,0.5803571428571429
E00026072,513,210,0.4093567251461988
E00026073,394,225,0.5710659898477157
E00026075,311,257,0.8263665594855305
E00026076,286,244,0.8531468531468531
E00026077,298,255,0.8557046979865772
E00026078,320,246,0.76875
E00026079,290,268,0.9241379310344827
E00026080,240,220,0.9166666666666666
E00026081,260,236,0.9076923076923077
E00026082,253,234,0.924901185770751
E00026083,248,230,0.9274193548387096
E00026084,265,244,0.9207547169811321
E00026085,213,190,0.892018779342723
E00026086,255,229,0.8980392156862745
E00026087,380,333,0.8763157894736842
E00026088,304,275,0.9046052631578947
E00026089,299,267,0.8929765886287625
E00026090,333,288,0.8648648648648649
E00026091,399,374,0.9373433583959899
E00026092,203,173,0.8522167487684729
E00026093,327,299,0.9143730886850153
E00026094,311,298,0.9581993569131833
E00026095,308,247,0.801948051948052
E00026096,287,233,0.8118466898954704
E00026097,356,299,0.8398876404494382
E00026098,319,278,0.8714733542319749
E00026099,263,196,0.7452471482889734
E00026100,381,315,0.8267716535433071
E00026101,266,235,0.8834586466165414
E00026102,320,295,0.921875
E00026103,255,222,0.8705882352941177
E00026104,258,202,0.7829457364341085
E00026105,286,244,0.8531468531468531
E00026106,278,242,0.8705035971223022
E00026107,306,271,0.8856209150326797
E00026108,179,158,0.88268156424581
E00026109,352,300,0.8522727272727273
E00026110,260,213,0.8192307692307692
E00026111,246,219,0.8902439024390244
E00026112,344,300,0.872093023255814
E00026113,369,295,0.7994579945799458
E00026114,373,329,0.8820375335120644
E00026115,300,265,0.8833333333333333
E00026116,173,142,0.8208092485549133
E00026117,242,195,0.8057851239669421
E00026118,287,223,0.7770034843205574
E00026119,279,232,0.8315412186379928
E00026120,318,292,0.9182389937106918
E00026121,380,342,0.9
E00026122,269,218,0.8104089219330854
E00026123,314,273,0.8694267515923567
E00026124,321,288,0.897196261682243
E00026125,346,320,0.9248554913294798
E00026126,307,284,0.9250814332247557
E00026127,309,267,0.8640776699029126
E00026128,422,265,0.6279620853080569
E00026129,362,212,0.585635359116022
E00026130,364,176,0.4835164835164835
E00026131,324,260,0.8024691358024691
E00026132,389,285,0.7326478149100257
E00026133,275,225,0.8181818181818182
E00026134,292,190,0.6506849315068494
E00026136,442,364,0.8235294117647058
E00026137,463,351,0.7580993520518359
E00026138,117,89,0.7606837606837606
E00026139,333,239,0.7177177177177178
E00026140,334,286,0.8562874251497006
E00026141,254,205,0.8070866141732284
E00026142,211,143,0.6777251184834123
E00026143,315,261,0.8285714285714286
E00026144,344,281,0.8168604651162791
E00026145,236,157,0.6652542372881356
E00026146,299,235,0.7859531772575251
E00026147,504,358,0.7103174603174603
E00026148,277,190,0.6859205776173285
E00026149,322,254,0.7888198757763976
E00026150,336,246,0.7321428571428571
E00026151,385,248,0.6441558441558441
E00026152,321,236,0.735202492211838
E00026153,363,182,0.5013774104683195
E00026154,303,207,0.6831683168316832
E00026155,393,311,0.7913486005089059
E00026156,176,112,0.6363636363636364
E00026157,301,205,0.6810631229235881
E00026158,425,250,0.5882352941176471
E00026159,425,211,0.4964705882352941
E00026160,383,214,0.5587467362924282
E00026161,368,217,0.5896739130434783
E00026162,391,238,0.6086956521739131
E00026163,398,197,0.4949748743718593
E00026164,502,233,0.4641434262948207
E00026165,418,243,0.5813397129186603
E00026166,214,137,0.6401869158878505
E00026167,486,280,0.5761316872427984
E00026168,346,262,0.7572254335260116
E00026169,237,183,0.7721518987341772
E00026170,335,295,0.8805970149253731
E00026171,324,275,0.8487654320987654
E00026172,320,266,0.83125
E00026173,340,265,0.7794117647058824
E00026174,188,162,0.8617021276595744
E00026175,227,178,0.7841409691629956
E00026176,268,218,0.8134328358208955
E00026177,310,261,0.8419354838709677
E00026178,327,291,0.8899082568807339
E00026179,312,269,0.8621794871794872
E00026180,222,187,0.8423423423423423
E00026181,330,287,0.8696969696969697
E00026182,282,252,0.8936170212765957
E00026183,406,325,0.8004926108374384
E00026184,240,220,0.9166666666666666
E00026185,356,304,0.8539325842696629
E00026186,326,282,0.8650306748466258
E00026187,354,303,0.8559322033898306
E00026188,344,304,0.8837209302325582
E00026189,326,285,0.8742331288343558
E00026190,294,241,0.8197278911564626
E00026191,251,210,0.8366533864541833
E00026192,332,267,0.8042168674698795
E00026193,256,214,0.8359375
E00026194,328,293,0.8932926829268293
E00026195,238,203,0.8529411764705882
E00026196,239,212,0.8870292887029289
E00026197,254,220,0.8661417322834646
E00026198,379,333,0.8786279683377308
E00026199,368,323,0.8777173913043478
E00026200,298,268,0.8993288590604027
E00026201,272,233,0.8566176470588235
E00026202,372,308,0.8279569892473119
E00026203,292,257,0.8801369863013698
E00026204,353,299,0.8470254957507082
E00026205,328,262,0.7987804878048781
E00026206,320,300,0.9375
E00026207,335,286,0.8537313432835821
E00026208,469,345,0.7356076759061834
E00026209,355,305,0.8591549295774648
E00026210,256,218,0.8515625
E00026211,324,275,0.8487654320987654
E00026212,362,288,0.7955801104972375
E00026213,313,229,0.731629392971246
E00026214,227,169,0.7444933920704846
E00026215,307,267,0.8697068403908795
E00026216,326,264,0.8098159509202454
E00026217,282,224,0.7943262411347518
E00026218,336,237,0.7053571428571429
E00026219,286,135,0.47202797202797203
E00026220,325,224,0.6892307692307692
E00026221,307,207,0.6742671009771987
E00026222,467,287,0.6145610278372591
E00026223,449,316,0.7037861915367484
E00026224,547,379,0.6928702010968921
E00026225,581,411,0.7074010327022375
E00026226,422,348,0.8246445497630331
E00026227,233,164,0.703862660944206
E00026228,431,299,0.6937354988399071
E00026230,429,320,0.745920745920746
E00026231,283,214,0.7561837455830389
E00026232,202,173,0.8564356435643564
E00026233,380,288,0.7578947368421053
E00026234,368,267,0.7255434782608695
E00026235,614,361,0.5879478827361564
E00026236,220,160,0.7272727272727273
E00026237,270,158,0.5851851851851851
E00026238,445,281,0.6314606741573033
E00026239,550,366,0.6654545454545454
E00026241,456,334,0.7324561403508771
E00026242,392,295,0.7525510204081632
E00026243,430,257,0.5976744186046512
E00026244,243,186,0.7654320987654321
E00026245,483,316,0.6542443064182195
E00026246,428,320,0.7476635514018691
E00026247,343,241,0.7026239067055393
E00026248,509,362,0.7111984282907662
E00026250,295,212,0.7186440677966102
E00026251,575,531,0.9234782608695652
E00026252,570,409,0.7175438596491228
E00026253,541,472,0.8724584103512015
E00026254,260,182,0.7
E00026255,320,238,0.74375
E00026256,403,273,0.6774193548387096
E00026257,295,231,0.7830508474576271
E00026258,241,192,0.7966804979253111
E00026259,250,193,0.772
E00026260,268,224,0.835820895522388
E00026261,300,239,0.7966666666666666
E00026262,221,155,0.7013574660633484
E00026263,344,275,0.7994186046511628
E00026264,267,230,0.8614232209737828
E00026265,262,205,0.7824427480916031
E00026266,332,215,0.6475903614457831
E00026267,310,269,0.867741935483871
E00026268,334,236,0.7065868263473054
E00026269,395,276,0.6987341772151898
E00026270,394,271,0.6878172588832487
E00026272,293,282,0.962457337883959
E00026273,290,256,0.8827586206896552
E00026274,408,345,0.8455882352941176
E00026275,407,352,0.8648648648648649
E00026276,356,239,0.6713483146067416
E00026277,312,270,0.8653846153846154
E00026278,281,217,0.7722419928825622
E00026279,258,219,0.8488372093023255
E00026280,137,95,0.6934306569343066
E00026281,249,210,0.8433734939759037
E00026282,379,305,0.8047493403693932
E00026283,422,350,0.8293838862559242
E00026284,340,263,0.7735294117647059
E00026285,267,221,0.8277153558052435
E00026286,259,177,0.6833976833976834
E00026287,335,281,0.8388059701492537
E00026288,397,347,0.8740554156171285
E00026289,308,254,0.8246753246753247
E00026290,252,215,0.8531746031746031
E00026291,366,296,0.8087431693989071
E00026292,307,273,0.8892508143322475
E00026293,281,254,0.9039145907473309
E00026294,378,258,0.6825396825396826
E00026295,285,254,0.8912280701754386
E00026296,282,211,0.74822695035461
E00026297,245,223,0.9102040816326531
E00026298,376,320,0.851063829787234
E00026299,313,241,0.7699680511182109
E00026300,277,220,0.7942238267148014
E00026301,384,238,0.6197916666666666
E00026302,388,270,0.6958762886597938
E00026303,420,302,0.719047619047619
E00026304,353,283,0.8016997167138811
E00026305,372,305,0.8198924731182796
E00026306,409,318,0.7775061124694377
E00026307,434,249,0.5737327188940092
E00026308,440,249,0.5659090909090909
E00026309,290,235,0.8103448275862069
E00026310,472,258,0.5466101694915254
E00026312,445,223,0.501123595505618
E00026313,300,202,0.6733333333333333
E00026314,446,263,0.5896860986547086
E00026315,587,362,0.616695059625213
E00026316,425,230,0.5411764705882353
E00026317,348,272,0.7816091954022989
E00026318,207,163,0.7874396135265701
E00026319,320,240,0.75
E00026320,313,248,0.792332268370607
E00026321,313,242,0.7731629392971247
E00026322,280,230,0.8214285714285714
E00026323,432,274,0.6342592592592593
E00026324,289,231,0.7993079584775087
E00026325,397,234,0.5894206549118388
E00026326,321,242,0.7538940809968847
E00026327,267,237,0.8876404494382022
E00026328,401,270,0.6733167082294265
E00026329,388,312,0.8041237113402062
E00026330,299,164,0.5484949832775919
E00026331,346,261,0.7543352601156069
E00026332,371,285,0.7681940700808625
E00026333,346,261,0.7543352601156069
E00026334,498,397,0.7971887550200804
E00026335,343,245,0.7142857142857143
E00026336,283,222,0.784452296819788
E00026337,166,111,0.6686746987951807
E00026338,457,199,0.43544857768052514
E00026340,576,328,0.5694444444444444
E00026341,472,212,0.4491525423728814
E00026342,343,248,0.7230320699708455
E00026343,348,234,0.6724137931034483
E00026344,430,348,0.8093023255813954
E00026345,378,309,0.8174603174603174
E00026346,317,208,0.6561514195583596
E00026348,409,225,0.5501222493887531
E00026349,385,281,0.7298701298701299
E00026350,301,236,0.7840531561461794
E00026351,251,194,0.7729083665338645
E00026352,295,233,0.7898305084745763
E00026353,405,292,0.7209876543209877
E00026354,292,206,0.7054794520547946
E00026355,407,291,0.714987714987715
E00026356,261,242,0.9272030651340997
E00026357,280,214,0.7642857142857142
E00026358,251,192,0.7649402390438247
E00026359,461,316,0.6854663774403471
E00026360,252,225,0.8928571428571429
E00026361,342,249,0.7280701754385965
E00026362,377,253,0.6710875331564987
E00026363,315,267,0.8476190476190476
E00026364,237,200,0.8438818565400844
E00026365,289,225,0.7785467128027682
E00026366,347,307,0.8847262247838616
E00026367,269,214,0.7955390334572491
E00026369,306,273,0.8921568627450981
E00026371,415,302,0.727710843373494
E00026372,393,321,0.816793893129771
E00026373,287,238,0.8292682926829268
E00026374,266,229,0.8609022556390977
E00026375,440,326,0.740909090909091
E00026376,302,266,0.8807947019867549
E00026378,449,297,0.6614699331848553
E00026379,207,142,0.6859903381642513
E00026381,213,140,0.6572769953051644
E00026383,381,249,0.6535433070866141
E00026384,252,157,0.623015873015873
E00026386,474,320,0.6751054852320675
E00026387,260,185,0.7115384615384616
E00026390,1433,723,0.5045359385903698
E00026392,245,169,0.689795918367347
E00026393,179,119,0.664804469273743
E00026395,366,241,0.6584699453551912
E00026396,123,86,0.6991869918699187
E00026397,307,162,0.5276872964169381
E00026398,276,181,0.6557971014492754
E00026400,219,128,0.5844748858447488
E00026401,325,201,0.6184615384615385
E00026402,328,217,0.6615853658536586
E00026403,310,186,0.6
E00026405,227,132,0.5814977973568282
E00026406,213,131,0.6150234741784038
E00026407,216,143,0.6620370370370371
E00026408,178,72,0.4044943820224719
E00026409,320,257,0.803125
E00026410,275,195,0.7090909090909091
E00026411,431,301,0.6983758700696056
E00026412,380,253,0.6657894736842105
E00026413,479,308,0.6430062630480167
E00026414,283,211,0.7455830388692579
E00026415,546,300,0.5494505494505495
E00026416,439,286,0.6514806378132119
E00026417,450,353,0.7844444444444445
E00026418,363,292,0.8044077134986226
E00026419,349,225,0.6446991404011462
E00026420,361,213,0.590027700831025
E00026421,310,216,0.6967741935483871
E00026422,260,203,0.7807692307692308
E00026423,364,275,0.7554945054945055
E00026424,297,250,0.8417508417508418
E00026425,205,154,0.751219512195122
E00026426,464,320,0.6896551724137931
E00026427,360,276,0.7666666666666667
E00026428,311,238,0.7652733118971061
E00026429,287,220,0.7665505226480837
E00026430,346,245,0.708092485549133
E00026431,359,268,0.7465181058495822
E00026432,359,279,0.7771587743732591
E00026433,393,170,0.43256997455470736
E00026434,438,308,0.7031963470319634
E00026435,361,260,0.7202216066481995
E00026436,361,285,0.7894736842105263
E00026437,484,342,0.7066115702479339
E00026438,343,247,0.7201166180758017
E00026439,270,197,0.7296296296296296
E00026440,357,222,0.6218487394957983
E00026441,375,186,0.496
E00026442,326,216,0.6625766871165644
E00026443,365,292,0.8
E00026444,386,238,0.616580310880829
E00026445,385,254,0.6597402597402597
E00026446,454,278,0.6123348017621145
E00026447,397,306,0.7707808564231738
E00026448,397,209,0.5264483627204031
E00026449,387,237,0.6124031007751938
E00026450,332,202,0.608433734939759
E00026451,301,215,0.7142857142857143
E00026452,394,300,0.7614213197969543
E00026453,361,291,0.8060941828254847
E00026454,268,222,0.8283582089552238
E00026455,343,275,0.8017492711370262
E00026457,301,191,0.6345514950166113
E00026458,321,280,0.8722741433021807
E00026459,315,268,0.8507936507936508
E00026460,214,200,0.9345794392523364
E00026461,473,286,0.6046511627906976
E00026462,236,165,0.6991525423728814
E00026463,480,332,0.6916666666666667
E00026464,316,274,0.8670886075949367
E00026465,312,228,0.7307692307692307
E00026466,422,315,0.7464454976303317
E00026467,279,234,0.8387096774193549
E00026468,284,264,0.9295774647887324
E00026469,292,271,0.928082191780822
E00026470,400,325,0.8125
E00026471,268,215,0.8022388059701493
