OA,Pop,Males,Females,Mean_male,Variance_male,SD_male
E00025661,297,146,151,0.49158249158249157,0.2507735007735011,0.5007729033938448
E00025662,308,150,158,0.487012987012987,0.2506451203519618,0.5006447047078015
E00025663,395,195,200,0.4936708860759494,0.250594358414187,0.500594005571568
E00025664,342,171,171,0.5,0.250733137829912,0.5007326011255029
E00025665,424,208,216,0.49056603773584906,0.25050180650341364,0.5005015549460498
E00025666,360,175,185,0.4861111111111111,0.2505029402661722,0.5005026875713778
E00025667,289,146,143,0.5051903114186851,0.2508410226835838,0.5008403165516768
E00025668,307,147,160,0.4788273615635179,0.25036724787634923,0.5003671131043179
E00025669,268,129,139,0.48134328358208955,0.2505869528760706,0.500586608766226
E00025670,311,152,159,0.4887459807073955,0.25067939010476203,0.5006789291599578
E00025671,256,130,126,0.5078125,0.2509191176470588,0.5009182744191499
E00025672,305,153,152,0.5016393442622951,0.2508196721311471,0.5008190013679065
E00025673,329,165,164,0.5015197568389058,0.250759878419453,0.5007593018801079
E00025674,291,153,138,0.5257731958762887,0.25019552079630464,0.5001954825828644
E00025675,262,133,129,0.5076335877862596,0.2508993594805641,0.5008985520847151
E00025676,318,151,167,0.4748427672955975,0.2501537606888473,0.5001537370537656
E00025677,256,115,141,0.44921875,0.24839154411764705,0.4983889486311339
E00025678,383,189,194,0.4934725848563969,0.2506117315762843,0.5006113578179028
E00025680,298,159,139,0.5335570469798657,0.24971188394007365,0.49971180088134165
E00025681,237,119,118,0.5021097046413502,0.2510548523206746,0.5010537419485804
E00025682,320,134,186,0.41875,0.244161442006268,0.49412694928152623
E00025684,308,147,161,0.4772727272727273,0.25029612081729485,0.5002960331816502
E00025685,283,151,132,0.5335689045936396,0.24975565746936443,0.4997555977368982
E00025687,313,151,162,0.48242811501597443,0.2504915212582946,0.5004912799023521
E00025688,272,119,153,0.4375,0.24700184501845018,0.4969928017772996
E00025689,299,132,167,0.4414715719063545,0.2474018540549038,0.4973950683861912
E00025690,272,114,158,0.41911764705882354,0.2443564141523765,0.49432419944038397
E00025691,344,165,179,0.4796511627906977,0.2503135805817361,0.500313482310577
E00025692,323,149,174,0.4613003095975232,0.24927408034151913,0.499273552615717
E00025693,314,171,143,0.5445859872611465,0.2488044606336875,0.49880302789145886
E00025694,332,150,182,0.45180722891566266,0.2484257270774931,0.49842324090825973
E00025695,224,110,114,0.49107142857142855,0.25104099935938606,0.5010399179300847
E00025696,348,179,169,0.514367816091954,0.2505134320447845,0.500513168702667
E00025697,378,189,189,0.5,0.2506631299734748,0.5006626908143593
E00025698,304,141,163,0.46381578947368424,0.24951146430432394,0.49951122540371795
E00025699,350,182,168,0.52,0.2503151862464179,0.5003150869666214
E00025700,251,139,112,0.5537848605577689,0.24809561752987985,0.4980919769780275
E00025701,335,187,148,0.5582089552238806,0.24735007596746805,0.4973430164056474
E00025702,319,145,174,0.45454545454545453,0.24871355060034292,0.498711891376517
E00025703,321,147,174,0.45794392523364486,0.24900700934579473,0.49900602135224253
E00025704,285,168,117,0.5894736842105263,0.24284655300222432,0.49279463572793114
E00025705,292,148,144,0.5068493150684932,0.2508120321988428,0.5008113738712838
E00025706,229,119,110,0.519650655021834,0.25070864935263987,0.500708147879221
E00025707,173,106,67,0.6127167630057804,0.23867455303132165,0.4885432969874028
E00025708,295,162,133,0.5491525423728814,0.24842615012106362,0.49842366528994547
E00025709,321,161,160,0.5015576323987538,0.2507788161993765,0.5007782105876577
E00025710,336,157,179,0.46726190476190477,0.24967128642501651,0.499671178301307
E00025711,262,122,140,0.46564885496183206,0.24977333216343484,0.49977328076182187
E00025712,301,153,148,0.5083056478405316,0.2507641196013282,0.5007635366131685
E00025713,258,117,141,0.45348837209302323,0.24880101348294278,0.49879957245665596
E00025714,305,139,166,0.4557377049180328,0.2488567730802406,0.4988554631155607
E00025715,189,106,83,0.5608465608465608,0.24760779016098225,0.497602039948574
E00025716,298,131,167,0.4395973154362416,0.247180982080309,0.4971729900953078
E00025717,303,137,166,0.4521452145214521,0.24853015102834644,0.49852798419782457
E00025718,340,172,168,0.5058823529411764,0.2507027589796969,0.5007022658024396
E00025719,403,215,188,0.533498759305211,0.24949693221238528,0.4994966788802357
E00025720,334,174,160,0.5209580838323353,0.2503101904299504,0.5003100942714932
E00025721,349,157,192,0.4498567335243553,0.248196818496197,0.4981935552535751
E00025722,258,118,140,0.4573643410852713,0.24914789008536317,0.499147162753995
E00025723,259,133,126,0.5135135135135135,0.2507856693903208,0.5007850530819793
E00025724,347,163,184,0.4697406340057637,0.24980426779497292,0.49980422946887204
E00025725,567,274,293,0.48324514991181655,0.2501604751310286,0.5001604493870229
E00025726,370,175,195,0.47297297297297297,0.24994506701823793,0.4999450640002739
E00025727,193,89,104,0.46113989637305697,0.2497841105354066,0.49978406390701036
E00025728,394,189,205,0.4796954314720812,0.25022280776533556,0.5002227581441447
E00025729,306,145,161,0.4738562091503268,0.2501339333547629,0.5001339154214228
E00025730,329,152,177,0.46200607902735563,0.2493142560604938,0.4993137851697005
E00025731,328,156,172,0.47560975609756095,0.2501678227791444,0.5001677946241085
E00025732,380,178,202,0.46842105263157896,0.24965976947646085,0.49965965364081666
E00025733,463,229,234,0.4946004319654428,0.2505119070993833,0.5005116453184514
E00025734,396,188,208,0.47474747474747475,0.2499936069556304,0.49999360691475886
E00025735,392,195,197,0.49744897959183676,0.2506328618403887,0.5006324618324193
E00025736,501,232,269,0.4630738522954092,0.2491337325349321,0.4991329808126609
E00025737,367,178,189,0.48501362397820164,0.25045785500513723,0.5004576455656734
E00025738,352,178,174,0.5056818181818182,0.25067987567987715,0.5006794140763899
E00025739,377,186,191,0.493368700265252,0.25062080252836005,0.5006204176103488
E00025740,395,193,202,0.48860759493670886,0.25050440146501335,0.5005041473005127
E00025741,394,168,226,0.4263959390862944,0.24520478939822432,0.4951815721512911
E00025742,361,157,204,0.43490304709141275,0.2464450600184649,0.49643233176180707
E00025743,319,139,180,0.43573667711598746,0.2466434021411264,0.4966320591153237
E00025744,341,158,183,0.4633431085043988,0.24938761428325099,0.4993872388069713
E00025745,470,226,244,0.4808510638297872,0.250165585446626,0.5001655580371623
E00025746,233,126,107,0.5407725321888412,0.24940802131123216,0.49940767045694456
E00025747,325,153,172,0.4707692307692308,0.24991452991453028,0.4999145226081458
E00025748,425,194,231,0.45647058823529413,0.2486903440621513,0.4986886243560718
E00025749,321,154,167,0.4797507788161994,0.2503699376947037,0.500369800941967
E00025750,364,141,223,0.3873626373626374,0.23796657887566885,0.48781818219052564
E00025751,304,129,175,0.4243421052631579,0.2450820739968737,0.4950576471451317
E00025752,254,121,133,0.4763779527559055,0.2504279356384807,0.5004277526661374
E00025753,335,153,182,0.45671641791044776,0.24886942532844727,0.49886814423096537
E00025754,330,161,169,0.48787878787878786,0.2506125080593164,0.5006121333520757
E00025756,234,100,134,0.42735042735042733,0.24577234877664159,0.4957543230034828
E00025757,245,115,130,0.46938775510204084,0.2500836400133833,0.5000836330189015
E00025758,341,160,181,0.46920821114369504,0.2497843712264954,0.499784324710665
E00025759,322,147,175,0.45652173913043476,0.24888256806176295,0.4988813166092342
E00025760,352,170,182,0.48295454545454547,0.2504208754208774,0.5004206984337053
E00025761,358,160,198,0.44692737430167595,0.24787568658748532,0.49787115460476855
E00025762,245,135,110,0.5510204081632653,0.24841083974573347,0.4984083062567612
E00025763,354,180,174,0.5084745762711864,0.25063619340279286,0.5006357891749179
E00025764,341,165,176,0.4838709677419355,0.25047438330170674,0.5004741584754469
E00025765,331,157,174,0.4743202416918429,0.25009612743751697,0.5000961181988088
E00025766,310,148,162,0.4774193548387097,0.25029752583776826,0.50029743736878
E00025767,291,153,138,0.5257731958762887,0.25019552079630464,0.5001954825828644
E00025768,380,165,215,0.4342105263157895,0.24631995556172567,0.4963063122324012
E00025769,292,144,148,0.4931506849315068,0.2508120321988406,0.5008113738712816
E00025771,266,119,147,0.4473684210526316,0.24816285998013995,0.49815947243843506
E00025772,186,101,85,0.543010752688172,0.249491426910782,0.4994911680007786
E00025773,368,177,191,0.48097826086956524,0.2503183864471048,0.5003182851416734
E00025774,317,153,164,0.48264984227129337,0.25048915864712656,0.5004889196047466
E00025775,250,119,131,0.476,0.25042570281124565,0.5004255217424923
E00025776,330,142,188,0.4303030303030303,0.2458874458874457,0.4958703922270876
E00025777,381,184,197,0.48293963254593175,0.25036607266197136,0.500365938750802
E00025778,358,178,180,0.4972067039106145,0.25069245575324994,0.5006919769211905
E00025779,276,140,136,0.5072463768115942,0.25085638998682525,0.5008556578364921
E00025780,144,72,72,0.5,0.2517482517482518,0.5017452060042545
E00025781,265,124,141,0.4679245283018868,0.2499142367066909,0.4999142293500865
E00025782,260,125,135,0.4807692307692308,0.25059400059400105,0.5005936481758444
E00025786,312,147,165,0.47115384615384615,0.24996908236458043,0.4999690814086211
E00025787,311,151,160,0.4855305466237942,0.2505964111606668,0.500596055878057
E00025788,429,195,234,0.45454545454545453,0.2485131690739146,0.4985109518094007
E00025790,317,141,176,0.444794952681388,0.24773389769596396,0.4977287390697507
E00025791,308,154,154,0.5,0.250814332247557,0.5008136701883815
E00025793,323,155,168,0.47987616099071206,0.2503701709516764,0.5003700340264956
E00025794,327,140,187,0.42813455657492355,0.24558638674696429,0.49556673288969294
E00025795,333,149,184,0.44744744744744747,0.24798292268171548,0.49797883758420447
E00025796,354,159,195,0.4491525423728814,0.24811542708983664,0.4981118620248233
E00025797,315,128,187,0.40634920634920635,0.24199777575573583,0.491932694335044
E00025798,339,156,183,0.46017699115044247,0.2491490810074887,0.4991483557094911
E00025799,428,192,236,0.4485981308411215,0.24793714023069047,0.49793286719264723
E00025800,374,196,178,0.5240641711229946,0.25008960445011674,0.5000895964225978
E00025801,375,155,220,0.41333333333333333,0.24313725490195906,0.4930894998901914
E00025802,263,131,132,0.49809885931558934,0.2509505703422058,0.5009496684719991
E00025803,256,118,138,0.4609375,0.2494485294117647,0.4994482249560656
E00025804,186,94,92,0.5053763440860215,0.25132229003196815,0.501320546189729
E00025805,181,93,88,0.5138121546961326,0.2511970534069975,0.50119562389051
E00025806,252,114,138,0.4523809523809524,0.24871940808195953,0.49871776395267847
E00025807,318,155,163,0.48742138364779874,0.2506299228220545,0.5006295265184171
E00025808,261,120,141,0.45977011494252873,0.2493368700265246,0.49933642970098285
E00025809,372,150,222,0.4032258064516129,0.24128336666376826,0.4912060328047369
E00025810,238,118,120,0.4957983193277311,0.25103712371024317,0.5010360503099983
E00025811,322,143,179,0.4440993788819876,0.24764420193107886,0.4976386258431703
E00025812,249,114,135,0.4578313253012048,0.2492226972405756,0.4992220920998745
E00025813,355,169,186,0.476056338028169,0.2501312962520897,0.5001312790179091
E00025814,326,147,179,0.450920245398773,0.2483529966965545,0.49835027510432306
E00025815,236,115,121,0.4872881355932203,0.2509015506671479,0.5009007393357968
E00025816,310,150,160,0.4838709677419355,0.2505480739116809,0.5005477738554841
E00025817,316,150,166,0.47468354430379744,0.25015069318866745,0.5001506704870717
E00025818,306,134,172,0.43790849673202614,0.2469516768456021,0.4969423274843894
E00025819,380,177,203,0.46578947368421053,0.24948618247465804,0.49948591819455535
E00025820,325,152,173,0.4676923076923077,0.24972459639126202,0.49972452050230837
E00025821,308,152,156,0.4935064935064935,0.250772029273657,0.5007714341629892
E00025822,341,170,171,0.49853372434017595,0.25073313782991036,0.5007326011255012
E00025823,347,166,181,0.4783861671469741,0.25025403541503327,0.5002539709138082
E00025825,305,148,157,0.4852459016393443,0.25060396893874093,0.5006036046002275
E00025826,286,130,156,0.45454545454545453,0.24880382775119697,0.4988023934898438
E00025827,267,127,140,0.4756554307116105,0.25034496353242536,0.5003448446146171
E00025828,296,146,150,0.49324324324324326,0.2508016491067349,0.5008010074937299
E00025829,191,85,106,0.44502617801047123,0.24827776246900082,0.49827478610602083
E00025830,311,143,168,0.45980707395498394,0.24918576911108875,0.49918510505732117
E00025832,488,248,240,0.5081967213114754,0.25044602282290473,0.5004458240638089
E00025833,316,148,168,0.46835443037974683,0.24978902953586563,0.499788985008539
E00025834,386,175,211,0.4533678756476684,0.24846914743288026,0.49846679672058425
E00025835,447,214,233,0.47874720357941836,0.2501078440224325,0.5001078323946072
E00025836,448,228,220,0.5089285714285714,0.25047938638542655,0.5004791567941931
E00025837,509,249,260,0.48919449901768175,0.2503751372925149,0.5003749966700124
E00025838,352,189,163,0.5369318181818182,0.2493444055944061,0.49934397522590185
E00025840,233,120,113,0.5150214592274678,0.2508509693651019,0.5008502464460828
E00025841,332,173,159,0.5210843373493976,0.2503093946784118,0.5003092990125326
E00025842,318,175,143,0.550314465408805,0.24824911215602283,0.49824603576548687
E00025843,447,222,225,0.49664429530201343,0.250549252114242,0.5005489507672971
E00025844,345,192,153,0.5565217391304348,0.24752275025278217,0.4975165828922511
E00025845,355,161,194,0.4535211267605634,0.2485398265298013,0.49853768817392463
E00025846,303,146,157,0.48184818481848185,0.25049723515397865,0.5004969881567507
E00025850,273,134,139,0.4908424908424908,0.25083494936436074,0.5008342533856492
E00025851,322,150,172,0.4658385093167702,0.24960817321646234,0.4996080195678031
E00025852,292,148,144,0.5068493150684932,0.2508120321988428,0.5008113738712838
E00025853,329,159,170,0.48328267477203646,0.2504818741196536,0.5004816421405021
E00025855,263,134,129,0.5095057034220533,0.2508634951963544,0.5008627508573126
