OA,Pop,Males,Females,Mean_male,Variance_male,SD_male
E00025856,291,135,156,0.4639175257731959,0.24955563455385674,0.4995554369175224
E00025857,612,302,310,0.4934640522875817,0.2503663767743854,0.5003662426407135
E00025858,339,151,188,0.44542772861356933,0.24775270112234044,0.4977476279424548
E00025859,381,204,177,0.5354330708661418,0.2493990882718619,0.49939872674233154
E00025862,280,133,147,0.475,0.25026881720430105,0.5002687449804365
E00025863,202,104,98,0.5148514851485149,0.25102211713708666,0.5010210745438626
E00025864,297,140,157,0.4713804713804714,0.2500227500227494,0.5000227495052094
E00025865,309,150,159,0.4854368932038835,0.25059891564745856,0.5005985573765256
E00025866,260,120,140,0.46153846153846156,0.2494802494802508,0.4994799790584712
E00025867,256,110,146,0.4296875,0.24601715686274508,0.4960011661909124
E00025868,266,147,119,0.5526315789473685,0.2481628599801381,0.4981594724384332
E00025869,349,180,169,0.5157593123209169,0.2504693212133202,0.5004691011574243
E00025870,295,141,154,0.47796610169491527,0.25036319612590663,0.5003630643102133
E00025871,254,118,136,0.4645669291338583,0.24972767732096943,0.4997276031209097
E00025872,165,101,64,0.6121212121212121,0.2388765705838872,0.48875000826996123
E00025873,321,160,161,0.4984423676012461,0.2507788161993779,0.5007782105876591
E00025875,290,131,159,0.4517241379310345,0.2485264288271087,0.498524250991974
E00025876,266,134,132,0.5037593984962406,0.2509292098169951,0.5009283479870101
E00025877,303,138,165,0.45544554455445546,0.2488361418923362,0.49883478416439264
E00025878,218,85,133,0.38990825688073394,0.2389760284107733,0.4888517448171514
E00025879,306,147,159,0.4803921568627451,0.25043394406943,0.5004337559252273
E00025880,288,141,147,0.4895833333333333,0.25076219512195086,0.5007616150644445
E00025882,281,140,141,0.498220640569395,0.25088967971530407,0.5008888895905997
E00025883,162,87,75,0.5370370370370371,0.25017253278122864,0.5001725030239353
E00025884,325,172,153,0.5292307692307693,0.24991452991453103,0.4999145226081465
E00025885,288,138,150,0.4791666666666667,0.25043554006968566,0.5004353505395933
E00025886,304,151,153,0.4967105263157895,0.2508142261594588,0.5008135642726331
E00025887,283,136,147,0.48056537102473496,0.25050748064055384,0.5005072233650119
E00025888,314,146,168,0.46496815286624205,0.24956757086750503,0.49956738371065124
E00025889,318,141,177,0.44339622641509435,0.24757454913397933,0.49756863761091225
E00025890,308,148,160,0.4805194805194805,0.2504336054824639,0.5004334176316205
E00025891,329,156,173,0.47416413373860183,0.25009266809993347,0.5000926595141479
E00025892,246,119,127,0.483739837398374,0.25075493612078875,0.500754367051141
E00025893,224,132,92,0.5892857142857143,0.24311338885330008,0.49306529877218097
E00025894,319,155,164,0.48589341692789967,0.2505865420634456,0.5005861984348406
E00025895,345,175,170,0.5072463768115942,0.2506740815638698,0.500673627789471
E00025896,454,213,241,0.46916299559471364,0.24959885637599746,0.49959869533055973
E00025897,296,152,144,0.5135135135135135,0.25066422354557993,0.5006637829377915
E00025898,277,134,143,0.48375451263537905,0.2506409250248513,0.5006405147656863
E00025899,291,128,163,0.43986254295532645,0.24723308448868314,0.4972253860058667
E00025900,307,147,160,0.4788273615635179,0.25036724787634923,0.5003671131043179
E00025901,314,157,157,0.5,0.2507987220447284,0.5007980851048938
E00025902,324,166,158,0.5123456790123457,0.2506211061422625,0.5006207208478916
E00025903,251,111,140,0.44223107569721115,0.24764940239043753,0.4976438509521016
E00025904,377,188,189,0.4986737400530504,0.25066312997347645,0.500662690814361
E00025905,360,177,183,0.49166666666666664,0.25062674094707393,0.5006263486344621
E00025906,306,147,159,0.4803921568627451,0.25043394406943,0.5004337559252273
E00025907,366,172,194,0.46994535519125685,0.24977917508795666,0.49977912630276655
E00025908,409,213,196,0.5207823960880196,0.2501797785128703,0.5001797462041724
E00025909,371,174,197,0.46900269541778977,0.24971224593866076,0.4997121630885732
E00025910,269,130,139,0.483271375464684,0.25065194473728003,0.5006515202586326
E00025911,348,161,187,0.46264367816091956,0.24932094471496263,0.4993204829715707
E00025912,309,138,171,0.44660194174757284,0.24795107804816502,0.4979468626752909
E00025913,376,172,204,0.4574468085106383,0.24885106382978875,0.4988497407334084
E00025914,401,191,210,0.4763092269326683,0.250062344139653,0.5000623402533458
E00025915,324,153,171,0.4722222222222222,0.2500000000000003,0.5000000000000002
E00025916,325,147,178,0.4523076923076923,0.24849002849002752,0.49848774156445164
E00025917,337,155,182,0.4599406528189911,0.24913452027695243,0.4991337699224051
E00025918,279,147,132,0.5268817204301075,0.2501740543049429,0.5001740240205832
E00025919,332,157,175,0.47289156626506024,0.25001819968696576,0.5000181993557492
E00025920,303,147,156,0.48514851485148514,0.2506065176054034,0.5006061501873538
E00025921,306,140,166,0.45751633986928103,0.24900889317475508,0.499007908930064
E00025922,316,144,172,0.45569620253164556,0.24882459312838967,0.49882320828966015
E00025923,386,166,220,0.43005181347150256,0.24574389341228906,0.49572562311453
E00025924,362,160,202,0.4419889502762431,0.24731791677507178,0.4973106843564411
E00025925,493,235,258,0.4766734279918864,0.24996289516647627,0.4999628937896054
E00025926,339,183,156,0.5398230088495575,0.24914908100748873,0.4991483557094912
E00025927,346,169,177,0.4884393063583815,0.25059060065343225,0.5005902522557069
E00025928,362,179,183,0.494475138121547,0.25066191212255556,0.5006614745739436
E00025929,424,208,216,0.49056603773584906,0.25050180650341364,0.5005015549460498
E00025930,344,164,180,0.47674418604651164,0.2501864533188694,0.5001864185669873
E00025931,435,207,228,0.47586206896551725,0.249992054663915,0.4999920546007856
E00025932,402,182,220,0.4527363184079602,0.24838401508666186,0.49838139520518004
E00025933,302,143,159,0.4735099337748344,0.2501265098677703,0.5001264938670719
E00025934,377,167,210,0.44297082228116713,0.24740391669958775,0.497397141828929
E00025935,426,198,228,0.4647887323943662,0.24934548467274426,0.4993450557207353
E00025936,310,164,146,0.5290322580645161,0.24996346173922032,0.49996346040407824
E00025937,436,211,225,0.48394495412844035,0.2503163555836762,0.5003162555660932
E00025938,320,157,163,0.490625,0.250695532915361,0.5006950498211072
E00025939,310,147,163,0.47419354838709676,0.25014093329157544,0.5001409134349792
E00025940,291,137,154,0.47079037800687284,0.2500059248726139,0.5000059248375102
E00025941,330,155,175,0.4696969696969697,0.249838813668602,0.4998387876791896
E00025942,338,153,185,0.4526627218934911,0.2484943725528071,0.4984920987867381
E00025943,333,145,188,0.43543543543543545,0.24657187307789633,0.49656003975138424
E00025944,274,126,148,0.45985401459854014,0.24929814710836598,0.4992976538182069
E00025945,298,140,158,0.4697986577181208,0.24992655865138907,0.499926553256965
E00025948,266,152,114,0.5714285714285714,0.24582210242587518,0.49580450020736516
E00025949,244,129,115,0.5286885245901639,0.2502023881805311,0.5002023472361271
E00025950,164,98,66,0.5975609756097561,0.24195720484812208,0.4918914563682948
E00025951,177,102,75,0.576271186440678,0.24557010785824324,0.4955503081002405
E00025952,170,92,78,0.5411764705882353,0.24977375565610802,0.49977370444643043
E00025953,215,94,121,0.4372093023255814,0.247207128885027,0.4971992848798427
E00025954,242,117,125,0.4834710743801653,0.25076300538390395,0.5007624240934058
E00025955,275,126,149,0.4581818181818182,0.2491572660915738,0.4991565546915855
E00025957,179,109,70,0.6089385474860335,0.2394702153034962,0.48935694058988904
E00025958,183,110,73,0.6010928961748634,0.24109770011409332,0.49101700593166153
E00025959,217,95,122,0.4377880184331797,0.2472691585594824,0.49726166005382155
E00025961,169,77,92,0.4556213017751479,0.24950690335305664,0.4995066599686701
E00025962,253,114,139,0.4505928853754941,0.24854131375870506,0.49853917976294004
E00025963,246,156,90,0.6341463414634146,0.23295171727227532,0.4826507197469774
E00025964,255,114,141,0.4470588235294118,0.24817044928207507,0.4981670897219878
E00025968,265,127,138,0.47924528301886793,0.2505145797598617,0.5005143152396959
E00025969,253,119,134,0.47035573122529645,0.2501097935880544,0.5001097815360688
E00025970,241,98,143,0.4066390041493776,0.2422890733056705,0.4922286798894092
E00025976,185,100,85,0.5405405405405406,0.24970622796709802,0.4997061416143472
E00025987,321,174,147,0.5420560747663551,0.24900700934579376,0.49900602135224154
E00025988,255,146,109,0.5725490196078431,0.24570016983171244,0.4956815205671001
E00025989,145,105,40,0.7241379310344828,0.20114942528735652,0.44849685092245245
E00025993,189,108,81,0.5714285714285714,0.24620060790273518,0.49618606177797375
E00025994,111,72,39,0.6486486486486487,0.2299754299754299,0.4795575356257369
E00025995,283,127,156,0.44876325088339225,0.24825201112698464,0.4982489449331374
E00025996,322,172,150,0.5341614906832298,0.24960817321646384,0.4996080195678046
E00025997,285,140,145,0.49122807017543857,0.2508030639980236,0.5008024201199747
E00025998,380,189,191,0.49736842105263157,0.2506526871267869,0.5006522616814858
E00026000,329,159,170,0.48328267477203646,0.2504818741196536,0.5004816421405021
E00026001,381,171,210,0.44881889763779526,0.2480314960629912,0.4980276057238105
E00026002,267,138,129,0.5168539325842697,0.2506547267044021,0.5006542985977471
E00026003,300,141,159,0.47,0.24993311036789329,0.4999331058930717
E00026004,272,130,142,0.47794117647058826,0.25043412198827975,0.5004339336898326
E00026005,269,135,134,0.5018587360594795,0.25092936802973825,0.5009285059065198
E00026006,286,165,121,0.5769230769230769,0.24493927125505993,0.4949133977324315
E00026007,436,210,226,0.481651376146789,0.2502372666877539,0.5002372104189711
E00026008,299,143,156,0.4782608695652174,0.2503647505106502,0.5003646175646818
E00026009,300,146,154,0.4866666666666667,0.2506577480490521,0.5006573159847483
E00026010,220,101,119,0.4590909090909091,0.24946035699460428,0.4994600654653025
E00026011,272,126,146,0.4632352941176471,0.249565878011721,0.4995656893860116
E00026012,241,131,110,0.5435684647302904,0.2491355463347174,0.49913479775980096
E00026014,403,187,216,0.4640198511166253,0.24932409910743886,0.4993236416468169
E00026015,245,115,130,0.46938775510204084,0.2500836400133833,0.5000836330189015
E00026017,338,174,164,0.514792899408284,0.2505223605429022,0.5005220879670569
E00026018,332,173,159,0.5210843373493976,0.2503093946784118,0.5003092990125326
E00026019,193,132,61,0.6839378238341969,0.21729274611398933,0.4661467002071229
E00026020,324,153,171,0.4722222222222222,0.2500000000000003,0.5000000000000002
E00026021,228,136,92,0.5964912280701754,0.24174974882139275,0.49168053532898043
E00026022,339,158,181,0.46607669616519176,0.24958544972159466,0.499585277727031
E00026023,245,103,142,0.4204081632653061,0.24466376714620328,0.49463498374680626
E00026024,265,107,158,0.4037735849056604,0.24165237278444882,0.49158150167032205
E00026025,315,140,175,0.4444444444444444,0.2476999292285919,0.49769461442594687
E00026026,217,113,104,0.5207373271889401,0.2507253797576372,0.5007248543438174
E00026027,396,190,206,0.4797979797979798,0.250223756552869,0.5002237065082672
E00026028,356,160,196,0.449438202247191,0.2481405285646487,0.4981370580117973
E00026030,372,172,200,0.46236559139784944,0.24925368808509607,0.4992531302707035
E00026031,327,156,171,0.47706422018348627,0.25023920751955847,0.5002391503266798
E00026032,294,145,149,0.4931972789115646,0.25080680736458466,0.5008061574747106
E00026033,293,144,149,0.49146757679180886,0.2507831128150002,0.5007825005079553
E00026034,307,181,126,0.5895765472312704,0.24276681356581636,0.49271372374413963
E00026035,364,173,191,0.47527472527472525,0.2500756818938648,0.5000756761669826
E00026036,530,232,298,0.4377358490566038,0.24658843670863279,0.49657671784794016
E00026038,485,259,226,0.534020618556701,0.24935673511118492,0.4993563207882573
E00026039,364,186,178,0.510989010989011,0.2505676142039759,0.5005672923833278
E00026040,363,180,183,0.49586776859504134,0.25067348522898386,0.5006730322565655
E00026041,287,118,169,0.41114982578397213,0.24295216978143905,0.49290178512705657
E00026042,563,285,278,0.5062166962699822,0.25040612377767874,0.5004059589749894
E00026043,512,249,263,0.486328125,0.25030195083170254,0.5003018597124166
E00026045,445,232,213,0.5213483146067416,0.2501062860613402,0.5001062747670141
E00026046,542,270,272,0.4981549815498155,0.2504586968235675,0.5004584866135926
E00026047,403,186,217,0.46153846153846156,0.2491389207807098,0.4991381780436253
E00026048,427,214,213,0.5011709601873536,0.2505854800936763,0.5005851377075395
E00026049,461,263,198,0.5704989154013015,0.24556257662925435,0.49554270918787047
E00026052,400,211,189,0.5275,0.24986842105263035,0.4998684037350534
E00026053,355,192,163,0.5408450704225352,0.24903318214370865,0.4990322455951205
E00026054,474,220,254,0.4641350210970464,0.24923952507114386,0.49923894586775164
E00026055,187,110,77,0.5882352941176471,0.24351676154332735,0.49347417515339886
E00026056,478,249,229,0.5209205020920502,0.2500855240651566,0.5000855167520417
E00026057,490,239,251,0.48775510204081635,0.2503610032970214,0.5003608730676504
E00026058,497,261,236,0.5251509054325956,0.24987018887518858,0.49987017201988415
E00026059,332,140,192,0.42168674698795183,0.2446037928147627,0.49457435519319304
E00026060,423,208,215,0.491725768321513,0.2505237919173583,0.5005235178464228
E00026065,399,198,201,0.49624060150375937,0.250613972116222,0.5006135956166412
E00026066,387,204,183,0.5271317829457365,0.24990962766598307,0.4999096194973478
E00026067,415,221,194,0.5325301204819277,0.24954309993597462,0.49954289098732513
E00026068,321,149,172,0.46417445482866043,0.24949376947040602,0.49949351294126537
E00026069,472,253,219,0.5360169491525424,0.24923081075245457,0.4992302181884171
E00026070,452,233,219,0.5154867256637168,0.250313953260207,0.5003138547553995
E00026071,336,167,169,0.49702380952380953,0.2507373845060404,0.5007368415705403
E00026072,513,304,209,0.5925925925925926,0.2418981481481492,0.4918314224896059
E00026073,394,188,206,0.47715736040609136,0.25011301843169065,0.5001130056614111
E00026075,311,153,158,0.4919614147909968,0.2507416243128292,0.500741075120495
E00026076,286,132,154,0.46153846153846156,0.2493927125506077,0.49939234330394744
E00026077,298,154,144,0.5167785234899329,0.25055928411632983,0.5005589716670054
E00026078,320,176,144,0.55,0.2482758620689655,0.4982728791224398
E00026079,290,136,154,0.4689655172413793,0.24989858012170418,0.4998985698336255
E00026080,240,106,134,0.44166666666666665,0.24762900976289942,0.49762336135163454
E00026081,260,115,145,0.4423076923076923,0.24762399762399698,0.4976183252493792
E00026082,253,117,136,0.4624505928853755,0.2495765104460744,0.499576330950611
E00026083,248,115,133,0.4637096774193548,0.24968982630272823,0.4996897300352772
E00026084,265,141,124,0.5320754716981132,0.24991423670668883,0.49991422935008445
E00026085,213,103,110,0.4835680751173709,0.2509079635042978,0.5009071406002292
E00026086,255,110,145,0.43137254901960786,0.24625598270804203,0.4962418590849043
E00026087,380,187,193,0.4921052631578947,0.2505971392862113,0.5005967831360998
E00026088,304,153,151,0.5032894736842105,0.2508142261594585,0.5008135642726328
E00026089,299,147,152,0.4916387959866221,0.25076878184552576,0.5007681917269964
E00026090,333,176,157,0.5285285285285285,0.24993668367162294,0.49993667966215777
E00026091,399,192,207,0.48120300751879697,0.25027392602108156,0.5002738510266967
E00026092,203,79,124,0.3891625615763547,0.23889186948251384,0.4887656590662992
E00026093,327,156,171,0.47706422018348627,0.25023920751955847,0.5002391503266798
E00026094,311,144,167,0.4630225080385852,0.24943470594336567,0.49943438602419604
E00026095,308,154,154,0.5,0.250814332247557,0.5008136701883815
E00026096,287,129,158,0.44947735191637633,0.24831266294680981,0.4983098061917002
E00026097,356,178,178,0.5,0.2507042253521127,0.5007037301160364
E00026098,319,154,165,0.4827586206896552,0.2504879635653866,0.5004877256890389
E00026099,263,129,134,0.49049429657794674,0.2508634951963532,0.5008627508573115
E00026100,381,203,178,0.5328083989501312,0.24957867108716703,0.4995784934193695
E00026101,266,116,150,0.43609022556390975,0.2468435239040983,0.4968334971638872
E00026102,320,160,160,0.5,0.2507836990595611,0.5007830858361344
E00026103,255,112,143,0.4392156862745098,0.24727497298131945,0.4972675064603754
E00026104,258,144,114,0.5581395348837209,0.24757940457877028,0.49757351675784584
E00026105,286,143,143,0.5,0.25087719298245614,0.5008764248619175
E00026106,278,135,143,0.4856115107913669,0.2506947510583592,0.5006942690488471
E00026107,306,174,132,0.5686274509803921,0.24609450337512065,0.49607913015477745
E00026108,179,91,88,0.5083798882681564,0.25133387734605506,0.5013321028480573
E00026109,352,204,148,0.5795454545454546,0.24436674436674552,0.4943346481552204
E00026110,260,156,104,0.6,0.2409266409266408,0.4908427863650853
E00026111,246,116,130,0.4715447154471545,0.25020740003318265,0.5002073570362422
E00026112,344,171,173,0.49709302325581395,0.2507203878229024,0.5007198696106461
E00026113,369,234,135,0.6341463414634146,0.2326352067868511,0.4823227205791275
E00026114,373,188,185,0.5040214477211796,0.2506558274957485,0.5006553979492766
E00026115,300,136,164,0.4533333333333333,0.24865105908584212,0.498649234518456
E00026116,173,98,75,0.5664739884393064,0.24700900658690753,0.4970000066266675
E00026117,242,114,128,0.47107438016528924,0.25019718116662515,0.5001971423015381
E00026118,287,138,149,0.4808362369337979,0.2505055919690064,0.5005053366039232
E00026119,279,114,165,0.40860215053763443,0.2425156648874451,0.4924587951163479
E00026120,318,148,170,0.46540880503144655,0.24958831815566526,0.49958814853403527
E00026121,380,195,185,0.5131578947368421,0.25048604360505616,0.5004858075960358
E00026122,269,128,141,0.4758364312267658,0.25034677911557435,0.5003466589431514
E00026123,314,155,159,0.49363057324840764,0.2507580228322587,0.5007574491031148
E00026124,321,154,167,0.4797507788161994,0.2503699376947037,0.500369800941967
E00026125,346,167,179,0.48265895953757226,0.25042305436876894,0.5004228755450424
E00026126,307,139,168,0.4527687296416938,0.2485789103915174,0.4985768851356001
E00026127,309,146,163,0.47249190938511326,0.25005253646030257,0.5000525337005128
E00026128,422,232,190,0.5497630331753555,0.2481115826682143,0.4981080030156254
E00026129,362,187,175,0.5165745856353591,0.2504170428980291,0.5004168691181674
E00026130,364,190,174,0.521978021978022,0.2502043411134304,0.5002042993751956
E00026131,324,161,163,0.49691358024691357,0.2507644383289391,0.5007638548547
E00026132,389,193,196,0.4961439588688946,0.25062942252140197,0.5006290268466281
E00026133,275,128,147,0.46545454545454545,0.24971466489714633,0.4997145834345305
E00026134,292,168,124,0.5753424657534246,0.24516311255472256,0.4951394879776027
E00026136,442,218,224,0.49321266968325794,0.250520721108954,0.5005204502405012
E00026137,463,224,239,0.4838012958963283,0.2502781595654183,0.5002780822356885
E00026138,117,60,57,0.5128205128205128,0.2519893899204246,0.5019854479169935
E00026139,333,167,166,0.5015015015015015,0.2507507507507515,0.500750187968763
E00026140,334,160,174,0.47904191616766467,0.250310190429952,0.5003100942714948
E00026141,254,140,114,0.5511811023622047,0.24835828327783277,0.49835557915792694
E00026142,211,111,100,0.5260663507109005,0.2505077860528086,0.5005075284676631
E00026143,315,149,166,0.473015873015873,0.25006571630775437,0.5000657119896887
E00026144,344,161,183,0.4680232558139535,0.24970336971997983,0.49970328167821737
E00026145,236,143,93,0.6059322033898306,0.23979444644789122,0.4896881114014217
E00026146,299,144,155,0.4816053511705686,0.2504994276222763,0.5004991784431582
E00026147,504,252,252,0.5,0.2504970178926441,0.5004967711111072
E00026148,277,143,134,0.516245487364621,0.25064092502485147,0.5006405147656864
E00026149,322,157,165,0.48757763975155277,0.25062402043304194,0.5006236315167732
E00026150,336,186,150,0.5535714285714286,0.24786780383795384,0.49786323808647875
E00026151,385,202,183,0.5246753246753246,0.2500405844155837,0.5000405827686226
E00026152,321,162,159,0.5046728971962616,0.2507593457943933,0.5007587700623857
E00026153,363,213,150,0.5867768595041323,0.24313958266745656,0.49309186027296836
E00026154,303,150,153,0.49504950495049505,0.25080322601796706,0.5008025818802925
E00026155,393,203,190,0.51653944020356235,0.250363504180299,0.5003633721409861
E00026156,176,91,85,0.5170454545454546,0.2511363636363639,0.5011350752405621
E00026157,301,163,138,0.5415282392026578,0.2491029900332235,0.49910218395958106
E00026158,425,223,202,0.5247058823529411,0.24997780244173137,0.4999778019489779
E00026159,425,227,198,0.5341176470588235,0.24942286348501788,0.4994225300134325
E00026160,383,210,173,0.5483028720626631,0.24831517504408646,0.4983123268032675
E00026161,368,179,189,0.48641304347826086,0.25049609051060223,0.5004958446486866
E00026162,391,196,195,0.5012787723785166,0.2506393861892567,0.5006389778965045
E00026163,398,219,179,0.550251256281407,0.24809817348708318,0.4980945427196359
E00026164,502,265,237,0.5278884462151394,0.24971968413769977,0.49971960551663347
E00026165,418,203,215,0.48564593301435405,0.2503929870457712,0.5003928327282188
E00026166,214,102,112,0.4766355140186916,0.2506252468079497,0.500624856362476
E00026167,486,245,241,0.5041152263374485,0.2504984939120122,0.5004982456632712
E00026168,346,175,171,0.5057803468208093,0.2506911284242274,0.5006906514248368
E00026169,237,124,113,0.5232067510548524,0.2505184867338916,0.5005182181838056
E00026170,335,159,176,0.4746268656716418,0.25010277951559623,0.5001027689541383
E00026171,324,177,147,0.5462962962962963,0.2486240110079123,0.4986221124337671
E00026172,320,161,159,0.503125,0.25077390282131756,0.5007733048209714
E00026173,340,157,183,0.46176470588235297,0.24927121290994336,0.49927068100374505
E00026174,188,95,93,0.5053191489361702,0.2513084537490045,0.5013067461634688
E00026175,227,130,97,0.5726872246696035,0.24579938403960827,0.4957815890486538
E00026176,268,129,139,0.48134328358208955,0.2505869528760706,0.500586608766226
E00026177,310,131,179,0.42258064516129035,0.24479590771479268,0.4947685395362085
E00026178,327,154,173,0.4709480122324159,0.24992026416014593,0.4999202578013277
E00026179,312,136,176,0.4358974358974359,0.2466815071316688,0.49667042103558856
E00026180,222,105,117,0.47297297297297297,0.2503974562798073,0.5003972984337618
E00026181,330,161,169,0.48787878787878786,0.2506125080593164,0.5006121333520757
E00026182,282,135,147,0.4787234042553192,0.25043537517982967,0.5004351857931552
E00026183,406,205,201,0.5049261083743842,0.250592957489508,0.5005926063072725
E00026184,240,117,123,0.4875,0.2508891213389121,0.500888332204806
E00026185,356,174,182,0.4887640449438202,0.2505776230416196,0.5005772897781317
E00026186,326,171,155,0.5245398773006135,0.25016517225106305,0.5001651449781992
E00026187,354,174,180,0.4915254237288136,0.2506361934027953,0.5006357891749204
E00026188,344,177,167,0.5145348837209303,0.25051698420232005,0.5005167172056494
E00026189,326,159,167,0.48773006134969327,0.2506182161396897,0.5006178344203188
E00026190,294,141,153,0.47959183673469385,0.2504353277147033,0.5004351383693029
E00026191,251,132,119,0.5258964143426295,0.2503266932270902,0.5003265865683036
E00026192,332,172,160,0.5180722891566265,0.25042769264368703,0.5004275098789904
E00026193,256,127,129,0.49609375,0.2509650735294118,0.5009641439558442
E00026194,328,161,167,0.49085365853658536,0.25068061460430985,0.5006801519975701
E00026195,238,121,117,0.5084033613445378,0.2509839378789495,0.5009829716456933
E00026196,239,113,126,0.47280334728033474,0.2503076544425296,0.5003075598494686
E00026197,254,116,138,0.4566929133858268,0.2491052254831764,0.4991044234257761
E00026198,379,188,191,0.49604221635883905,0.250645670170737,0.5006452538182471
E00026199,368,175,193,0.47554347826086957,0.2500814476957699,0.5000814410631231
E00026200,298,143,155,0.4798657718120805,0.2504349987571472,0.500434809697674
E00026201,272,145,127,0.5330882352941176,0.24982363794226178,0.49982360682771054
E00026202,372,182,190,0.489247311827957,0.25055792249949455,0.5005576115688328
E00026203,292,130,162,0.4452054794520548,0.24784634938567832,0.4978416910883201
E00026204,353,168,185,0.47592067988668557,0.2501287664177195,0.5001287498411978
E00026205,328,158,170,0.4817073170731707,0.25042888043559347,0.5004286966547716
E00026206,320,164,156,0.5125,0.25062695924765005,0.5006265666618683
E00026207,335,165,170,0.4925373134328358,0.2506926445616239,0.500692165468588
E00026208,469,241,228,0.5138592750533049,0.25034169810289086,0.5003415814250209
E00026209,355,181,174,0.5098591549295775,0.2506087371687761,0.5006083670582985
E00026210,256,125,131,0.48828125,0.25084252450980393,0.5008418158558687
E00026211,324,148,176,0.4567901234567901,0.24890111990215383,0.49889990970349335
E00026212,362,175,187,0.48342541436464087,0.25041704289802824,0.5004168691181665
E00026213,313,152,161,0.48562300319488816,0.2505939215204384,0.5005935691960479
E00026214,227,123,104,0.5418502202643172,0.24934700401543897,0.49934657705389246
E00026215,307,165,142,0.5374592833876222,0.2494092099380473,0.4994088604921295
E00026216,326,163,163,0.5,0.25076923076923074,0.5007686399618398
E00026217,282,139,143,0.4929078014184397,0.25083920143358374,0.5008384983540939
E00026218,336,157,179,0.46726190476190477,0.24967128642501651,0.499671178301307
E00026219,286,155,131,0.541958041958042,0.24911053858422275,0.4991097460320954
E00026220,325,164,161,0.5046153846153846,0.2507502374169035,0.5007496754036926
E00026221,307,147,160,0.4788273615635179,0.25036724787634923,0.5003671131043179
E00026222,467,255,212,0.5460385438972163,0.2484123847772776,0.49840985622003664
E00026223,449,218,231,0.48552338530066813,0.2503479955456555,0.5003478745289676
E00026224,547,259,288,0.473491773308958,0.2497539024047236,0.4997538418108695
E00026225,581,254,327,0.43717728055077454,0.24647753575879908,0.4964650398152916
E00026226,422,205,217,0.48578199052132703,0.2503911922639613,0.5003910393521863
E00026227,233,122,111,0.5236051502145923,0.2505179813526724,0.5005177133255849
E00026228,431,213,218,0.494199535962877,0.25054767172071324,0.5005473721044925
E00026230,429,222,207,0.5174825174825175,0.25027775962355614,0.5002776825159765
E00026231,283,126,157,0.4452296819787986,0.24787609954138973,0.49787156932424825
E00026232,202,100,102,0.49504950495049505,0.25121915176592263,0.5012176690480121
E00026233,380,181,199,0.4763157894736842,0.2500972087210132,0.5000971992733145
E00026234,368,204,164,0.5543478260869565,0.2477194645184225,0.49771423981881663
E00026235,614,283,331,0.4609120521172638,0.24887747022971465,0.49887620731972643
E00026236,220,106,114,0.4818181818181818,0.2508094645080961,0.5008088103339399
E00026237,270,140,130,0.5185185185185185,0.2505851576483533,0.5005848156390217
E00026238,445,224,221,0.503370786516854,0.2505516752707775,0.5005513712605105
E00026239,550,293,257,0.5327272727272727,0.24938234807087215,0.49938196610497676
E00026241,456,224,232,0.49122807017543857,0.250472334682859,0.5004721117933136
E00026242,392,181,211,0.461734693877551,0.24917140769351415,0.49917071998817614
E00026243,430,224,206,0.5209302325581395,0.25014365479481593,0.5001436341640428
E00026244,243,111,132,0.4567901234567901,0.24915824915825105,0.49915753941841956
E00026245,483,233,250,0.4824016563146998,0.25020832796405623,0.5002082845815893
E00026246,428,217,211,0.5070093457943925,0.2505362341044906,0.500535946865448
E00026247,343,162,181,0.47230320699708456,0.2499616387908536,0.4999616373191583
E00026248,509,236,273,0.4636542239685658,0.2491685101248427,0.49916781759729134
E00026250,295,145,150,0.4915254237288136,0.25077827741266107,0.5007776726379293
E00026251,575,250,325,0.43478260869565216,0.24617482199666693,0.4961600769879283
E00026252,570,286,284,0.5017543859649123,0.2504362840316933,0.5004360938538439
E00026253,541,295,246,0.5452865064695009,0.24840829739166065,0.4984057557770181
E00026254,260,124,136,0.47692307692307695,0.25043065043064866,0.5004304651304201
E00026255,320,163,157,0.509375,0.2506955329153617,0.5006950498211079
E00026256,403,198,205,0.4913151364764268,0.2505462760638516,0.5005459779719058
E00026257,295,149,146,0.5050847457627119,0.2508243975556331,0.5008237190425721
E00026258,241,115,126,0.47717842323651455,0.2505186721991708,0.5005184034570266
E00026259,250,132,118,0.528,0.2502168674698806,0.5002168204587693
E00026260,268,125,143,0.4664179104477612,0.24980434904131069,0.49980431074702697
E00026261,300,161,139,0.5366666666666666,0.2494871794871799,0.4994869162322272
E00026262,221,113,108,0.5113122171945701,0.25100781571369907,0.5010068020633044
E00026263,344,167,177,0.48546511627906974,0.25051698420231755,0.5005167172056469
E00026264,267,134,133,0.50187265917603,0.2509363295880142,0.5009354545128686
E00026265,262,136,126,0.5190839694656488,0.25059226112134875,0.5005919107629974
E00026266,332,161,171,0.48493975903614456,0.25052779092199573,0.5005275126523973
E00026267,310,153,157,0.4935483870967742,0.25076730347635334,0.500766715623506
E00026268,334,172,162,0.5149700598802395,0.2505259750768727,0.5005256987177309
E00026269,395,194,201,0.4911392405063291,0.25055580543597084,0.5005554968592102
E00026270,394,194,200,0.49238578680203043,0.2505780085506487,0.5005776748424251
E00026272,293,151,142,0.515358361774744,0.25061947730141587,0.5006190940240053
E00026273,290,145,145,0.5,0.2508650519031142,0.5008643048801883
E00026274,408,205,203,0.5024509803921569,0.2506082285494069,0.500607859056774
