OA,Pop_marr,Married,Civil,Mean_married
E00025626,213,69,0,0.323943661971831
E00025627,257,67,0,0.2607003891050584
E00025628,251,88,0,0.350597609561753
E00025629,233,67,0,0.2875536480686695
E00025630,298,93,2,0.3187919463087248
E00025631,258,106,3,0.42248062015503873
E00025632,149,61,2,0.4228187919463087
E00025633,492,54,0,0.10975609756097561
E00025634,217,59,0,0.271889400921659
E00025635,179,51,2,0.29608938547486036
E00025636,482,107,0,0.22199170124481327
E00025638,213,62,0,0.29107981220657275
E00025639,162,65,0,0.4012345679012346
E00025640,270,151,0,0.5592592592592592
E00025641,283,163,0,0.5759717314487632
E00025642,217,65,0,0.2995391705069124
E00025643,352,131,0,0.3721590909090909
E00025644,233,65,0,0.27896995708154504
E00025645,174,79,0,0.4540229885057471
E00025646,264,127,0,0.4810606060606061
E00025647,263,95,0,0.3612167300380228
E00025648,321,103,0,0.32087227414330216
E00025649,217,75,0,0.3456221198156682
E00025650,206,63,0,0.3058252427184466
E00025651,257,69,0,0.26848249027237353
E00025652,249,71,0,0.285140562248996
E00025653,246,53,0,0.21544715447154472
E00025654,216,48,0,0.2222222222222222
E00025655,263,83,0,0.3155893536121673
E00025656,190,66,0,0.3473684210526316
E00025657,177,75,0,0.423728813559322
E00025658,284,140,0,0.49295774647887325
E00025659,325,92,2,0.28923076923076924
E00025660,236,134,4,0.5847457627118644
E00025661,228,79,0,0.34649122807017546
E00025662,223,92,0,0.4125560538116592
E00025663,321,74,2,0.2367601246105919
E00025664,278,130,0,0.4676258992805755
E00025665,339,65,0,0.19174041297935104
E00025666,285,71,0,0.24912280701754386
E00025667,220,125,0,0.5681818181818182
E00025668,233,66,0,0.2832618025751073
E00025669,207,59,1,0.2898550724637681
E00025670,238,56,4,0.25210084033613445
E00025671,216,76,2,0.3611111111111111
E00025672,233,72,0,0.3090128755364807
E00025673,254,71,0,0.2795275590551181
E00025674,232,46,2,0.20689655172413793
E00025675,214,71,0,0.3317757009345794
E00025676,251,100,2,0.4063745019920319
E00025677,206,55,0,0.2669902912621359
E00025678,304,104,0,0.34210526315789475
E00025680,275,50,0,0.18181818181818182
E00025681,194,45,0,0.23195876288659795
E00025682,229,53,0,0.2314410480349345
E00025684,268,68,0,0.2537313432835821
E00025685,263,52,0,0.19771863117870722
E00025687,227,64,0,0.28193832599118945
E00025688,216,77,2,0.36574074074074076
E00025689,244,66,0,0.27049180327868855
E00025690,213,67,0,0.3145539906103286
E00025691,300,54,0,0.18
E00025692,293,41,0,0.13993174061433447
E00025693,289,45,0,0.15570934256055363
E00025694,257,84,0,0.32684824902723736
E00025695,206,27,0,0.13106796116504854
E00025696,283,116,0,0.4098939929328622
E00025697,310,159,3,0.5225806451612903
E00025698,232,81,0,0.34913793103448276
E00025699,334,49,0,0.1467065868263473
E00025700,223,40,4,0.19730941704035873
E00025701,310,60,4,0.2064516129032258
E00025702,223,58,0,0.2600896860986547
E00025703,262,105,3,0.4122137404580153
E00025704,261,46,1,0.18007662835249041
E00025705,262,57,0,0.21755725190839695
E00025706,222,29,1,0.13513513513513514
E00025707,170,15,0,0.08823529411764706
E00025708,257,43,0,0.16731517509727625
E00025709,288,79,0,0.2743055555555556
E00025710,231,50,0,0.21645021645021645
E00025711,203,60,0,0.2955665024630542
E00025712,240,81,0,0.3375
E00025713,196,47,0,0.23979591836734693
E00025714,224,55,1,0.25
E00025715,180,33,0,0.18333333333333332
E00025716,274,49,1,0.18248175182481752
E00025717,239,76,2,0.3263598326359833
E00025718,247,71,0,0.2874493927125506
E00025719,364,113,1,0.3131868131868132
E00025720,304,85,2,0.28618421052631576
E00025721,251,67,0,0.26693227091633465
E00025722,194,39,0,0.20103092783505155
E00025723,215,33,2,0.16279069767441862
E00025724,255,71,2,0.28627450980392155
E00025725,416,129,4,0.31971153846153844
E00025726,254,73,0,0.2874015748031496
E00025727,172,34,0,0.19767441860465115
E00025728,264,85,0,0.32196969696969696
E00025729,236,77,2,0.3347457627118644
E00025730,233,60,0,0.2575107296137339
E00025731,235,69,0,0.2936170212765957
E00025732,258,71,0,0.2751937984496124
E00025733,356,111,0,0.31179775280898875
E00025734,272,96,0,0.35294117647058826
E00025735,301,102,0,0.3388704318936877
E00025736,355,103,2,0.29577464788732394
E00025737,265,89,0,0.33584905660377357
E00025738,259,93,0,0.3590733590733591
E00025739,281,91,0,0.3238434163701068
E00025740,262,101,0,0.38549618320610685
E00025741,282,90,0,0.3191489361702128
E00025742,239,72,1,0.3054393305439331
E00025743,224,71,0,0.3169642857142857
E00025744,235,68,0,0.28936170212765955
E00025745,341,89,0,0.26099706744868034
E00025746,188,55,0,0.2925531914893617
E00025747,244,75,0,0.3073770491803279
E00025748,292,95,0,0.3253424657534247
E00025749,236,75,0,0.3177966101694915
E00025750,286,61,0,0.21328671328671328
E00025751,207,61,0,0.2946859903381642
E00025752,188,57,1,0.30851063829787234
E00025753,241,81,0,0.3360995850622407
E00025754,236,56,0,0.23728813559322035
E00025756,181,40,0,0.22099447513812154
E00025757,182,41,0,0.22527472527472528
E00025758,272,93,2,0.3492647058823529
E00025759,246,97,0,0.3943089430894309
E00025760,256,82,0,0.3203125
E00025761,236,68,0,0.288135593220339
E00025762,193,55,4,0.30569948186528495
E00025763,228,69,3,0.3157894736842105
E00025764,254,92,0,0.36220472440944884
E00025765,256,84,0,0.328125
E00025766,211,55,0,0.26066350710900477
E00025767,228,58,0,0.2543859649122807
E00025768,255,103,0,0.403921568627451
E00025769,262,82,0,0.31297709923664124
E00025771,189,50,2,0.2751322751322751
E00025772,160,35,0,0.21875
E00025773,258,66,0,0.2558139534883721
E00025774,224,69,0,0.3080357142857143
E00025775,190,53,0,0.2789473684210526
E00025776,242,76,1,0.3181818181818182
E00025777,293,121,2,0.4197952218430034
E00025778,268,71,0,0.26492537313432835
E00025779,209,50,0,0.23923444976076555
E00025780,120,24,0,0.2
E00025781,201,48,0,0.23880597014925373
E00025782,199,64,0,0.32160804020100503
E00025786,225,71,1,0.32
E00025787,242,80,1,0.3347107438016529
E00025788,313,81,0,0.25878594249201275
E00025790,256,57,2,0.23046875
E00025791,228,69,0,0.3026315789473684
E00025793,217,68,0,0.31336405529953915
E00025794,231,73,0,0.31601731601731603
E00025795,248,69,0,0.2782258064516129
E00025796,278,71,0,0.25539568345323743
E00025797,235,58,0,0.24680851063829787
E00025798,247,65,0,0.2631578947368421
E00025799,299,87,0,0.2909698996655518
E00025800,281,61,0,0.21708185053380782
E00025801,258,78,2,0.31007751937984496
E00025802,213,71,0,0.3333333333333333
E00025803,218,105,2,0.4908256880733945
E00025804,176,34,0,0.19318181818181818
E00025805,158,43,0,0.2721518987341772
E00025806,220,88,0,0.4
E00025807,264,108,2,0.4166666666666667
E00025808,224,81,0,0.36160714285714285
E00025809,249,58,2,0.24096385542168675
E00025810,204,70,2,0.35294117647058826
E00025811,227,90,0,0.3964757709251101
E00025812,199,73,0,0.36683417085427134
E00025813,265,86,0,0.32452830188679244
E00025814,264,62,3,0.24621212121212122
E00025815,205,78,0,0.3804878048780488
E00025816,247,94,2,0.38866396761133604
E00025817,259,99,0,0.38223938223938225
E00025818,242,65,2,0.2768595041322314
E00025819,293,86,1,0.29692832764505117
E00025820,256,75,0,0.29296875
E00025821,210,68,0,0.3238095238095238
E00025822,228,80,1,0.35526315789473684
E00025823,250,68,0,0.272
E00025825,262,137,2,0.5305343511450382
E00025826,217,49,0,0.22580645161290322
E00025827,229,87,0,0.3799126637554585
E00025828,221,83,0,0.3755656108597285
E00025829,167,38,0,0.2275449101796407
E00025830,226,68,0,0.3008849557522124
E00025832,358,102,0,0.2849162011173184
E00025833,219,58,4,0.2831050228310502
E00025834,261,93,0,0.3563218390804598
E00025835,307,109,0,0.3550488599348534
E00025836,335,95,4,0.2955223880597015
E00025837,361,125,3,0.3545706371191136
E00025838,245,90,1,0.37142857142857144
E00025840,196,47,1,0.24489795918367346
E00025841,261,99,0,0.3793103448275862
E00025842,254,76,0,0.2992125984251969
E00025843,306,90,0,0.29411764705882354
E00025844,273,67,0,0.2454212454212454
E00025845,252,61,0,0.24206349206349206
E00025846,215,53,1,0.25116279069767444
E00025850,208,61,0,0.2932692307692308
E00025851,253,81,4,0.3359683794466403
E00025852,220,70,0,0.3181818181818182
E00025853,269,116,1,0.4349442379182156
E00025855,193,52,0,0.2694300518134715
E00025856,237,97,0,0.4092827004219409
E00025857,459,201,2,0.4422657952069717
E00025858,232,73,0,0.3146551724137931
E00025859,256,76,0,0.296875
E00025862,242,102,0,0.4214876033057851
E00025863,169,67,0,0.39644970414201186
E00025864,221,66,0,0.2986425339366516
E00025865,263,96,2,0.3726235741444867
E00025866,212,62,0,0.29245283018867924
E00025867,197,50,0,0.25380710659898476
E00025868,215,46,2,0.22325581395348837
E00025869,287,123,2,0.4355400696864111
E00025870,214,56,0,0.2616822429906542
E00025871,201,61,0,0.3034825870646766
E00025872,150,24,0,0.16
E00025873,264,161,0,0.6098484848484849
E00025875,259,98,0,0.3783783783783784
E00025876,218,95,1,0.44036697247706424
E00025877,233,81,0,0.34763948497854075
E00025878,191,53,2,0.2879581151832461
E00025879,254,124,0,0.4881889763779528
E00025880,231,53,2,0.23809523809523808
E00025882,220,73,0,0.33181818181818185
E00025883,149,18,0,0.12080536912751678
E00025884,259,101,0,0.38996138996138996
E00025885,252,129,0,0.5119047619047619
E00025886,242,66,0,0.2727272727272727
E00025887,256,147,0,0.57421875
E00025888,246,72,0,0.2926829268292683
E00025889,231,68,0,0.2943722943722944
E00025890,208,60,1,0.2932692307692308
E00025891,277,159,0,0.5740072202166066
E00025892,173,48,2,0.28901734104046245
E00025893,180,43,0,0.2388888888888889
E00025894,205,63,1,0.3121951219512195
E00025895,260,86,0,0.33076923076923076
E00025896,316,117,0,0.370253164556962
E00025897,233,70,0,0.30042918454935624
E00025898,210,71,0,0.3380952380952381
E00025899,249,122,0,0.4899598393574297
E00025900,237,70,0,0.29535864978902954
E00025901,243,88,0,0.36213991769547327
E00025902,257,116,0,0.45136186770428016
E00025903,189,40,0,0.21164021164021163
E00025904,274,85,1,0.31386861313868614
E00025905,280,115,0,0.4107142857142857
E00025906,231,55,0,0.23809523809523808
E00025907,262,88,0,0.33587786259541985
E00025908,330,148,0,0.4484848484848485
E00025909,282,81,0,0.2872340425531915
E00025910,203,75,0,0.3694581280788177
E00025911,253,91,0,0.35968379446640314
E00025912,230,78,0,0.3391304347826087
E00025913,267,87,0,0.3258426966292135
E00025914,288,118,0,0.4097222222222222
E00025915,241,71,0,0.2946058091286307
E00025916,240,66,2,0.2833333333333333
E00025917,256,85,0,0.33203125
E00025918,234,71,1,0.3076923076923077
E00025919,244,70,0,0.28688524590163933
E00025920,233,84,0,0.3605150214592275
E00025921,243,69,0,0.2839506172839506
E00025922,239,68,0,0.28451882845188287
E00025923,312,111,0,0.3557692307692308
E00025924,284,98,0,0.34507042253521125
E00025925,432,139,0,0.32175925925925924
E00025926,286,97,0,0.33916083916083917
E00025927,269,103,0,0.3828996282527881
E00025928,292,131,0,0.4486301369863014
E00025929,340,170,0,0.5
E00025930,252,146,2,0.5873015873015873
E00025931,337,178,0,0.5281899109792285
E00025932,280,129,0,0.4607142857142857
E00025933,268,168,0,0.6268656716417911
E00025934,259,90,0,0.3474903474903475
E00025935,299,193,0,0.6454849498327759
E00025936,250,93,3,0.384
E00025937,322,192,1,0.5993788819875776
E00025938,253,71,0,0.28063241106719367
E00025939,235,67,0,0.2851063829787234
E00025940,223,62,1,0.2825112107623318
E00025941,244,85,0,0.3483606557377049
E00025942,237,72,0,0.3037974683544304
E00025943,251,67,0,0.26693227091633465
E00025944,168,55,0,0.3273809523809524
E00025945,229,84,0,0.36681222707423583
E00025948,203,38,0,0.18719211822660098
E00025949,195,57,0,0.2923076923076923
E00025950,141,31,0,0.2198581560283688
E00025951,145,24,0,0.16551724137931034
E00025952,136,21,0,0.15441176470588236
E00025953,174,42,0,0.2413793103448276
E00025954,193,44,3,0.24352331606217617
E00025955,201,34,3,0.18407960199004975
E00025957,159,32,2,0.2138364779874214
E00025958,155,54,0,0.34838709677419355
E00025959,185,49,0,0.2648648648648649
E00025961,145,49,0,0.33793103448275863
E00025962,183,58,0,0.31693989071038253
E00025963,228,38,2,0.17543859649122806
E00025964,181,48,0,0.26519337016574585
E00025968,192,50,0,0.2604166666666667
E00025969,173,41,0,0.23699421965317918
E00025970,174,55,0,0.3160919540229885
E00025976,145,37,0,0.25517241379310346
E00025987,319,60,15,0.23510971786833856
E00025988,246,60,0,0.24390243902439024
E00025989,145,3,2,0.034482758620689655
E00025993,158,26,2,0.17721518987341772
E00025994,98,12,0,0.12244897959183673
E00025995,174,52,0,0.2988505747126437
E00025996,252,98,2,0.3968253968253968
E00025997,215,60,0,0.27906976744186046
E00025998,300,144,0,0.48
E00026000,242,84,1,0.3512396694214876
E00026001,309,113,1,0.36893203883495146
E00026002,188,21,0,0.11170212765957446
E00026003,227,65,0,0.28634361233480177
E00026004,215,89,0,0.413953488372093
E00026005,235,102,0,0.4340425531914894
E00026006,264,92,1,0.3522727272727273
E00026007,322,97,0,0.30124223602484473
E00026008,222,48,0,0.21621621621621623
E00026009,218,70,0,0.3211009174311927
E00026010,166,43,0,0.25903614457831325
E00026011,207,80,0,0.3864734299516908
E00026012,225,38,0,0.1688888888888889
E00026014,269,103,7,0.40892193308550184
E00026015,220,61,4,0.29545454545454547
E00026017,260,71,0,0.27307692307692305
E00026018,259,129,0,0.4980694980694981
E00026019,180,23,0,0.12777777777777777
E00026020,252,77,0,0.3055555555555556
E00026021,178,25,4,0.16292134831460675
E00026022,277,110,0,0.3971119133574007
E00026023,180,48,0,0.26666666666666666
E00026024,218,59,0,0.2706422018348624
E00026025,230,74,0,0.3217391304347826
E00026026,182,45,0,0.24725274725274726
E00026027,357,142,2,0.40336134453781514
E00026028,264,62,0,0.23484848484848486
E00026030,254,75,2,0.3031496062992126
E00026031,256,98,6,0.40625
E00026032,247,119,2,0.4898785425101215
E00026033,233,80,1,0.34763948497854075
E00026034,269,72,0,0.26765799256505574
E00026035,299,136,0,0.45484949832775917
E00026036,350,123,0,0.3514285714285714
E00026038,341,175,0,0.5131964809384164
E00026039,275,105,1,0.38545454545454544
E00026040,247,105,0,0.4251012145748988
E00026041,200,42,0,0.21
E00026042,411,169,0,0.41119221411192214
E00026043,365,175,0,0.4794520547945205
E00026045,312,123,0,0.3942307692307692
E00026046,386,184,0,0.47668393782383417
E00026047,266,94,1,0.35714285714285715
E00026048,303,107,0,0.35313531353135313
E00026049,326,163,0,0.5
E00026052,290,122,2,0.42758620689655175
E00026053,271,109,2,0.4095940959409594
E00026054,306,116,1,0.38235294117647056
E00026055,164,29,0,0.17682926829268292
E00026056,322,162,0,0.5031055900621118
E00026057,353,165,5,0.48158640226628896
E00026058,353,177,1,0.5042492917847026
E00026059,249,61,3,0.2570281124497992
E00026060,297,115,0,0.3872053872053872
E00026065,298,167,2,0.5671140939597316
E00026066,258,142,3,0.562015503875969
E00026067,298,104,1,0.3523489932885906
E00026068,249,129,0,0.5180722891566265
E00026069,333,168,0,0.5045045045045045
E00026070,317,173,0,0.5457413249211357
E00026071,240,84,0,0.35
E00026072,380,198,0,0.5210526315789473
E00026073,268,117,0,0.43656716417910446
E00026075,244,98,2,0.4098360655737705
E00026076,235,85,3,0.37446808510638296
E00026077,273,57,3,0.21978021978021978
E00026078,242,106,2,0.4462809917355372
E00026079,247,70,2,0.291497975708502
E00026080,216,73,0,0.33796296296296297
E00026081,223,69,0,0.3094170403587444
E00026082,221,50,6,0.25339366515837103
E00026083,214,60,3,0.29439252336448596
E00026084,233,72,2,0.31759656652360513
E00026085,188,55,0,0.2925531914893617
E00026086,213,65,2,0.3145539906103286
E00026087,313,79,8,0.2779552715654952
E00026088,253,74,4,0.308300395256917
E00026089,236,107,4,0.4703389830508475
E00026090,289,88,4,0.31833910034602075
E00026091,292,167,5,0.589041095890411
E00026092,197,58,0,0.29441624365482233
E00026093,247,129,3,0.5344129554655871
E00026094,244,155,5,0.6557377049180327
E00026095,243,67,6,0.3004115226337449
E00026096,229,62,0,0.27074235807860264
E00026097,262,121,2,0.46946564885496184
E00026098,256,101,1,0.3984375
E00026099,230,94,1,0.41304347826086957
E00026100,350,57,0,0.16285714285714287
E00026101,224,77,2,0.35267857142857145
E00026102,244,125,2,0.5204918032786885
E00026103,218,83,5,0.4036697247706422
E00026104,233,32,0,0.13733905579399142
E00026105,227,72,6,0.3436123348017621
E00026106,209,86,5,0.4354066985645933
E00026107,257,98,2,0.38910505836575876
E00026108,169,27,1,0.16568047337278108
E00026109,334,36,6,0.12574850299401197
E00026110,228,49,0,0.2149122807017544
E00026111,220,62,2,0.2909090909090909
E00026112,323,38,5,0.13312693498452013
E00026113,338,41,0,0.12130177514792899
E00026114,329,57,2,0.17933130699088146
E00026115,255,60,4,0.25098039215686274
E00026116,166,22,0,0.13253012048192772
E00026117,215,46,4,0.23255813953488372
E00026118,258,35,0,0.13565891472868216
E00026119,241,53,3,0.23236514522821577
E00026120,266,94,2,0.3609022556390977
E00026121,301,123,2,0.4152823920265781
E00026122,219,70,0,0.319634703196347
E00026123,277,64,0,0.23104693140794225
E00026124,270,63,2,0.24074074074074073
E00026125,274,125,2,0.4635036496350365
E00026126,238,82,4,0.36134453781512604
E00026127,274,44,0,0.16058394160583941
E00026128,326,109,0,0.3343558282208589
E00026129,288,102,1,0.3576388888888889
E00026130,252,148,0,0.5873015873015873
E00026131,240,111,8,0.49583333333333335
E00026132,319,154,0,0.4827586206896552
E00026133,216,91,2,0.4305555555555556
E00026134,247,104,2,0.4291497975708502
E00026136,358,158,0,0.441340782122905
E00026137,350,182,0,0.52
E00026138,116,17,6,0.19827586206896552
E00026139,247,131,4,0.5465587044534413
E00026140,266,156,0,0.5864661654135338
E00026141,199,85,4,0.4472361809045226
E00026142,168,55,0,0.3273809523809524
E00026143,252,115,0,0.45634920634920634
E00026144,267,136,0,0.5093632958801498
E00026145,198,36,2,0.1919191919191919
E00026146,213,87,0,0.4084507042253521
E00026147,353,191,0,0.5410764872521246
E00026148,221,87,0,0.3936651583710407
E00026149,249,123,2,0.5020080321285141
E00026150,251,101,0,0.40239043824701193
E00026151,302,127,0,0.4205298013245033
E00026152,250,122,3,0.5
E00026153,284,78,1,0.27816901408450706
E00026154,248,58,0,0.23387096774193547
E00026155,301,158,0,0.5249169435215947
E00026156,167,45,0,0.2694610778443114
E00026157,223,95,0,0.4260089686098655
E00026158,303,140,1,0.46534653465346537
E00026159,326,127,4,0.401840490797546
E00026160,274,119,1,0.43795620437956206
E00026161,278,125,2,0.4568345323741007
E00026162,265,113,0,0.42641509433962266
E00026163,278,146,0,0.5251798561151079
E00026164,395,168,0,0.4253164556962025
E00026165,277,150,0,0.5415162454873647
E00026166,202,42,0,0.2079207920792079
E00026167,323,178,0,0.5510835913312694
E00026168,256,132,0,0.515625
E00026169,220,62,4,0.3
E00026170,252,148,2,0.5952380952380952
E00026171,262,123,0,0.46946564885496184
E00026172,283,73,2,0.26501766784452296
E00026173,266,149,0,0.5601503759398496
E00026174,155,67,0,0.432258064516129
E00026175,197,65,2,0.3401015228426396
E00026176,232,60,0,0.25862068965517243
E00026177,287,48,4,0.18118466898954705
E00026178,257,138,0,0.5369649805447471
E00026179,258,120,2,0.4728682170542636
E00026180,196,72,0,0.3673469387755102
E00026181,270,134,0,0.4962962962962963
E00026182,232,69,2,0.30603448275862066
E00026183,344,168,2,0.4941860465116279
E00026184,229,45,2,0.2052401746724891
E00026185,286,142,2,0.5034965034965035
E00026186,267,82,4,0.32209737827715357
E00026187,319,84,0,0.26332288401253917
E00026188,273,152,2,0.5641025641025641
E00026189,278,127,0,0.4568345323741007
E00026190,263,58,0,0.22053231939163498
E00026191,206,79,0,0.38349514563106796
E00026192,271,114,4,0.4354243542435424
E00026193,235,45,2,0.2
E00026194,309,57,0,0.18446601941747573
E00026195,223,54,4,0.2600896860986547
E00026196,215,60,2,0.28837209302325584
E00026197,213,81,6,0.4084507042253521
E00026198,308,144,0,0.4675324675324675
E00026199,296,149,0,0.5033783783783784
E00026200,236,144,0,0.6101694915254238
E00026201,229,73,2,0.32751091703056767
E00026202,285,140,0,0.49122807017543857
E00026203,245,128,4,0.5387755102040817
E00026204,325,100,0,0.3076923076923077
E00026205,256,120,0,0.46875
E00026206,242,145,2,0.6074380165289256
E00026207,284,118,2,0.4225352112676056
E00026208,432,135,0,0.3125
E00026209,284,149,0,0.5246478873239436
E00026210,212,81,0,0.38207547169811323
E00026211,279,151,0,0.5412186379928315
E00026212,299,124,2,0.4214046822742475
E00026213,245,126,0,0.5142857142857142
E00026214,202,81,0,0.400990099009901
E00026215,235,116,2,0.502127659574468
E00026216,261,132,0,0.5057471264367817
E00026217,225,121,0,0.5377777777777778
E00026218,249,89,0,0.357429718875502
E00026219,260,58,0,0.2230769230769231
E00026220,261,94,0,0.36015325670498083
E00026221,226,66,0,0.2920353982300885
E00026222,396,90,4,0.23737373737373738
E00026223,330,107,0,0.3242424242424242
E00026224,382,131,0,0.34293193717277487
E00026225,422,141,1,0.33649289099526064
E00026226,390,45,0,0.11538461538461539
E00026227,190,46,0,0.24210526315789474
E00026228,351,101,4,0.29914529914529914
E00026230,329,137,0,0.41641337386018235
E00026231,203,71,0,0.3497536945812808
E00026232,188,54,0,0.2872340425531915
E00026233,319,91,2,0.29153605015673983
E00026234,299,80,0,0.26755852842809363
E00026235,454,171,2,0.381057268722467
E00026236,162,35,0,0.21604938271604937
E00026237,226,66,0,0.2920353982300885
E00026238,354,178,2,0.5084745762711864
E00026239,447,123,0,0.2751677852348993
E00026241,330,116,0,0.3515151515151515
E00026242,299,88,0,0.29431438127090304
E00026243,349,154,2,0.4469914040114613
E00026244,182,43,2,0.24725274725274726
E00026245,422,87,2,0.2109004739336493
E00026246,311,108,0,0.34726688102893893
E00026247,266,91,2,0.34962406015037595
E00026248,434,136,0,0.31336405529953915
E00026250,245,78,0,0.3183673469387755
E00026251,573,13,0,0.02268760907504363
E00026252,456,168,2,0.37280701754385964
E00026253,539,2,0,0.0037105751391465678
E00026254,211,60,0,0.2843601895734597
E00026255,279,88,0,0.3154121863799283
E00026256,304,93,0,0.3059210526315789
E00026257,244,70,0,0.28688524590163933
E00026258,208,46,0,0.22115384615384615
E00026259,215,62,0,0.28837209302325584
E00026260,211,67,0,0.3175355450236967
E00026261,226,68,0,0.3008849557522124
E00026262,162,53,0,0.3271604938271605
E00026263,257,85,1,0.3346303501945525
E00026264,227,81,2,0.3656387665198238
E00026265,198,73,0,0.3686868686868687
E00026266,232,68,0,0.29310344827586204
E00026267,243,92,0,0.3786008230452675
E00026268,246,101,3,0.42276422764227645
E00026269,265,94,0,0.35471698113207545
E00026270,268,86,0,0.3208955223880597
E00026272,244,102,0,0.4180327868852459
E00026273,226,94,0,0.415929203539823
E00026274,323,115,2,0.3622291021671827
E00026275,315,167,2,0.5365079365079365
E00026276,265,107,0,0.4037735849056604
E00026277,259,94,2,0.37065637065637064
E00026278,230,54,4,0.25217391304347825
E00026279,219,41,2,0.1963470319634703
E00026280,122,23,0,0.1885245901639344
E00026281,202,84,2,0.42574257425742573
E00026282,265,91,0,0.3433962264150943
E00026283,343,119,0,0.3469387755102041
E00026284,237,63,0,0.26582278481012656
E00026285,209,81,0,0.3875598086124402
E00026286,205,54,1,0.2682926829268293
E00026287,237,71,0,0.29957805907172996
E00026288,327,103,0,0.3149847094801223
E00026289,240,60,0,0.25
E00026290,222,49,3,0.23423423423423423
E00026291,255,75,0,0.29411764705882354
E00026292,231,120,0,0.5194805194805194
E00026293,227,83,2,0.3744493392070485
E00026294,266,86,0,0.3233082706766917
E00026295,236,105,0,0.4449152542372881
E00026296,219,82,0,0.3744292237442922
E00026297,195,85,0,0.4358974358974359
E00026298,296,103,1,0.35135135135135137
E00026299,251,72,0,0.2868525896414343
E00026300,208,86,0,0.41346153846153844
E00026301,291,123,2,0.42955326460481097
E00026302,266,95,1,0.3609022556390977
E00026303,296,96,0,0.32432432432432434
E00026304,254,89,0,0.35039370078740156
E00026305,255,62,2,0.25098039215686274
E00026306,321,87,0,0.27102803738317754
E00026307,314,80,1,0.25796178343949044
E00026308,290,110,0,0.3793103448275862
E00026309,197,72,0,0.36548223350253806
E00026310,343,178,3,0.5276967930029155
E00026312,332,117,0,0.35240963855421686
E00026313,220,87,1,0.4
E00026314,306,144,2,0.477124183006536
E00026315,433,160,0,0.3695150115473441
E00026316,310,125,0,0.4032258064516129
E00026317,258,53,0,0.2054263565891473
E00026318,175,42,0,0.24
E00026319,239,77,1,0.3263598326359833
E00026320,239,85,2,0.36401673640167365
E00026321,232,52,0,0.22413793103448276
E00026322,220,53,2,0.25
E00026323,289,107,0,0.370242214532872
E00026324,227,63,0,0.2775330396475771
E00026325,279,104,0,0.3727598566308244
E00026326,246,80,2,0.3333333333333333
E00026327,198,57,2,0.29797979797979796
E00026328,288,111,2,0.3923611111111111
E00026329,274,74,0,0.27007299270072993
E00026330,227,103,0,0.45374449339207046
E00026331,266,89,0,0.33458646616541354
E00026332,219,76,0,0.3470319634703196
E00026333,253,84,2,0.33992094861660077
E00026334,338,121,2,0.363905325443787
E00026335,258,68,0,0.26356589147286824
E00026336,202,47,0,0.23267326732673269
E00026337,158,23,0,0.14556962025316456
E00026338,328,160,0,0.4878048780487805
E00026340,409,219,0,0.5354523227383863
E00026341,349,167,0,0.4785100286532951
E00026342,260,129,0,0.49615384615384617
E00026343,251,77,4,0.32270916334661354
E00026344,316,77,2,0.25
E00026345,300,46,0,0.15333333333333332
E00026346,253,96,2,0.38735177865612647
E00026348,311,106,0,0.3408360128617363
E00026349,311,52,0,0.16720257234726688
E00026350,241,78,0,0.3236514522821577
E00026351,211,37,0,0.17535545023696683
E00026352,223,74,2,0.34080717488789236
E00026353,362,97,0,0.26795580110497236
E00026354,246,82,0,0.3333333333333333
E00026355,320,88,0,0.275
E00026356,204,49,0,0.24019607843137256
E00026357,204,61,0,0.29901960784313725
E00026358,194,50,0,0.25773195876288657
E00026359,344,105,0,0.30523255813953487
E00026360,179,35,0,0.19553072625698323
E00026361,248,91,0,0.36693548387096775
E00026362,310,87,3,0.2903225806451613
E00026363,223,54,0,0.242152466367713
E00026364,181,40,0,0.22099447513812154
E00026365,210,53,0,0.2523809523809524
E00026366,256,63,1,0.25
E00026367,192,40,0,0.20833333333333334
E00026369,229,60,0,0.26200873362445415
E00026371,289,66,2,0.23529411764705882
E00026372,288,66,1,0.2326388888888889
E00026373,216,57,0,0.2638888888888889
E00026374,228,86,2,0.38596491228070173
E00026375,342,161,2,0.4766081871345029
E00026376,254,104,0,0.4094488188976378
E00026378,371,64,0,0.1725067385444744
E00026379,187,16,0,0.0855614973262032
E00026381,173,34,6,0.23121387283236994
E00026383,331,63,2,0.19637462235649547
E00026384,196,45,0,0.22959183673469388
E00026386,411,62,6,0.1654501216545012
E00026387,193,38,0,0.19689119170984457
E00026390,1430,21,0,0.014685314685314685
E00026392,201,35,0,0.17412935323383086
E00026393,159,22,4,0.16352201257861634
E00026395,261,68,0,0.26053639846743293
E00026396,95,41,1,0.4421052631578947
E00026397,275,49,0,0.1781818181818182
E00026398,196,54,1,0.28061224489795916
E00026400,191,42,5,0.24607329842931938
E00026401,278,45,0,0.1618705035971223
E00026402,251,52,0,0.20717131474103587
E00026403,225,50,2,0.2311111111111111
E00026405,169,42,0,0.2485207100591716
E00026406,193,44,2,0.23834196891191708
E00026407,168,37,2,0.23214285714285715
E00026408,138,63,0,0.45652173913043476
E00026409,235,43,0,0.1829787234042553
E00026410,231,68,0,0.2943722943722944
E00026411,322,121,2,0.38198757763975155
E00026412,306,112,0,0.3660130718954248
E00026413,345,117,2,0.34492753623188405
