OA,Pop,mean_age_OA,Mean,sd_age_OA,SD
E00025762,245,33.95510204081633,33.95510204081633,20.343414985904538,20.343414985904538
E00025763,354,28.966101694915253,28.966101694915253,21.72318725801654,21.72318725801654
E00025764,341,33.25806451612903,33.25806451612903,22.145992222905747,22.145992222905747
E00025765,331,34.73111782477341,34.73111782477341,22.09943571790265,22.09943571790265
E00025766,310,30.951612903225808,30.951612903225808,21.834940838094102,21.834940838094102
E00025767,291,34.18556701030928,34.18556701030928,21.883230816552075,21.883230816552075
E00025768,380,30.763157894736842,30.763157894736842,22.379356076346124,22.379356076346124
E00025769,292,52.102739726027394,52.102739726027394,24.896688100604052,24.896688100604052
E00025771,266,34.0187969924812,34.0187969924812,22.914517604302258,22.914517604302258
E00025772,186,43.89247311827957,43.89247311827957,22.88819469843193,22.88819469843193
E00025773,368,33.29347826086956,33.29347826086956,23.049425885372994,23.049425885372994
E00025774,317,33.05362776025237,33.05362776025237,22.4554473338267,22.4554473338267
E00025775,250,37.968,37.968,25.625017895967897,25.625017895967897
E00025776,330,34.31212121212121,34.31212121212121,22.984390865330948,22.984390865330948
E00025777,381,35.120734908136484,35.120734908136484,22.388698170601113,22.388698170601113
E00025778,358,32.902234636871505,32.902234636871505,21.471731022152092,21.471731022152092
E00025779,276,35.73550724637681,35.73550724637681,22.240151408002077,22.240151408002077
E00025780,144,49.03472222222222,49.03472222222222,27.889997002320246,27.889997002320246
E00025781,265,33.33584905660377,33.33584905660377,22.919747129101975,22.919747129101975
E00025782,260,38.53846153846154,38.53846153846154,24.266905136063098,24.266905136063098
E00025786,312,30.57051282051282,30.57051282051282,20.965938439664075,20.965938439664075
E00025787,311,38.32475884244373,38.32475884244373,23.23111090874818,23.23111090874818
E00025788,429,32.70862470862471,32.70862470862471,21.221714439657323,21.221714439657323
E00025790,317,37.19242902208202,37.19242902208202,22.759283947216815,22.759283947216815
E00025791,308,34.00974025974026,34.00974025974026,22.764691414043263,22.764691414043263
E00025793,323,30.30030959752322,30.30030959752322,21.5431006644646,21.5431006644646
E00025794,327,33.321100917431195,33.321100917431195,23.788258458787066,23.788258458787066
E00025795,333,33.6966966966967,33.6966966966967,21.8794868972434,21.8794868972434
E00025796,354,38.96610169491525,38.96610169491525,25.626185772072215,25.626185772072215
E00025797,315,38.39047619047619,38.39047619047619,26.105431227647586,26.105431227647586
E00025798,339,35.05899705014749,35.05899705014749,23.450364303638533,23.450364303638533
E00025799,428,33.23598130841121,33.23598130841121,23.600260283557052,23.600260283557052
E00025800,374,34.18449197860963,34.18449197860963,21.71335747655719,21.71335747655719
E00025801,375,31.898666666666667,31.898666666666667,22.980353695526073,22.980353695526073
E00025802,263,36.10266159695818,36.10266159695818,21.357215215093582,21.357215215093582
E00025803,256,40.38671875,40.38671875,21.065976177913793,21.065976177913793
E00025804,186,49.31182795698925,49.31182795698925,19.546467708610546,19.546467708610546
E00025805,181,52.75690607734806,52.75690607734806,26.73338568858166,26.73338568858166
E00025806,252,45.59920634920635,45.59920634920635,23.05203881203381,23.05203881203381
E00025807,318,40.899371069182386,40.899371069182386,23.956900040282896,23.956900040282896
E00025808,261,43.55172413793103,43.55172413793103,22.937922221990146,22.937922221990146
E00025809,372,30.18010752688172,30.18010752688172,21.687869887518897,21.687869887518897
E00025810,238,44.4327731092437,44.4327731092437,23.877184382786208,23.877184382786208
E00025811,322,34.149068322981364,34.149068322981364,23.53884869493764,23.53884869493764
E00025812,249,37.91566265060241,37.91566265060241,22.203714898752665,22.203714898752665
E00025813,355,32.4,32.4,21.08465583936355,21.08465583936355
E00025814,326,35.84662576687116,35.84662576687116,21.35936698056121,21.35936698056121
E00025815,236,45.597457627118644,45.597457627118644,24.17988952287877,24.17988952287877
E00025816,310,36.31935483870968,36.31935483870968,22.231452679830863,22.231452679830863
E00025817,316,40.54746835443038,40.54746835443038,23.549494516509732,23.549494516509732
E00025818,306,37.790849673202615,37.790849673202615,23.824674795508848,23.824674795508848
E00025819,380,38.62105263157895,38.62105263157895,24.909833790483585,24.909833790483585
E00025820,325,38.52923076923077,38.52923076923077,23.659164976165602,23.659164976165602
E00025821,308,31.555194805194805,31.555194805194805,23.079670940269335,23.079670940269335
E00025822,341,31.6891495601173,31.6891495601173,23.454025733296916,23.454025733296916
E00025823,347,34.61959654178674,34.61959654178674,23.740394269429608,23.740394269429608
E00025825,305,43.455737704918036,43.455737704918036,21.935285535181038,21.935285535181038
E00025826,286,36.65034965034965,36.65034965034965,23.640066714442266,23.640066714442266
E00025827,267,41.98501872659176,41.98501872659176,22.443910043171257,22.443910043171257
E00025828,296,36.733108108108105,36.733108108108105,23.99886406496383,23.99886406496383
E00025829,191,44.64397905759162,44.64397905759162,23.058026411176357,23.058026411176357
E00025830,311,34.035369774919616,34.035369774919616,22.45530406000645,22.45530406000645
E00025832,488,31.702868852459016,31.702868852459016,20.77106639402471,20.77106639402471
E00025833,316,28.680379746835442,28.680379746835442,20.47489506955537,20.47489506955537
E00025834,386,26.33937823834197,26.33937823834197,17.53457004392737,17.53457004392737
E00025835,447,32.81431767337808,32.81431767337808,23.299165113647913,23.299165113647913
E00025836,448,34.520089285714285,34.520089285714285,22.127342414276338,22.127342414276338
E00025837,509,29.75049115913556,29.75049115913556,20.088059699105425,20.088059699105425
E00025838,352,31.113636363636363,31.113636363636363,21.317131571111968,21.317131571111968
E00025840,233,40.90128755364807,40.90128755364807,21.264014609207194,21.264014609207194
E00025841,332,35.64156626506024,35.64156626506024,21.80456633247396,21.80456633247396
E00025842,318,28.842767295597483,28.842767295597483,17.47175624071468,17.47175624071468
E00025843,447,30.08053691275168,30.08053691275168,21.727578550455984,21.727578550455984
E00025844,345,34.6231884057971,34.6231884057971,20.709719553643474,20.709719553643474
E00025845,355,32.53521126760563,32.53521126760563,22.463675000261805,22.463675000261805
E00025846,303,29.966996699669966,29.966996699669966,21.51817882066852,21.51817882066852
E00025850,273,38.967032967032964,38.967032967032964,24.501103163692026,24.501103163692026
E00025851,322,39.099378881987576,39.099378881987576,24.45561940506282,24.45561940506282
E00025852,292,34.08904109589041,34.08904109589041,23.336304543141875,23.336304543141875
E00025853,329,38.56838905775076,38.56838905775076,22.42227165107303,22.42227165107303
E00025855,263,35.91254752851711,35.91254752851711,24.344614636628332,24.344614636628332
E00025856,291,40.21993127147766,40.21993127147766,23.393922317015807,23.393922317015807
E00025857,612,32.34477124183007,32.34477124183007,20.395686992640332,20.395686992640332
E00025858,339,30.383480825958703,30.383480825958703,21.85645392968741,21.85645392968741
E00025859,381,33.028871391076116,33.028871391076116,24.835282754830146,24.835282754830146
E00025862,280,44.80714285714286,44.80714285714286,23.410592960777766,23.410592960777766
E00025863,202,37.17326732673267,37.17326732673267,18.82294244813475,18.82294244813475
E00025864,297,34.265993265993266,34.265993265993266,23.214189693991113,23.214189693991113
E00025865,309,41.32686084142395,41.32686084142395,22.357484224035023,22.357484224035023
E00025866,260,40.84230769230769,40.84230769230769,25.71484064510276,25.71484064510276
E00025867,256,35.75,35.75,22.752203082295992,22.752203082295992
E00025868,266,41.83458646616541,41.83458646616541,22.920924098440228,22.920924098440228
E00025869,349,40.33810888252149,40.33810888252149,23.212171249466255,23.212171249466255
E00025870,295,31.681355932203388,31.681355932203388,21.240768099287543,21.240768099287543
E00025871,254,39.82283464566929,39.82283464566929,25.497037536904575,25.497037536904575
E00025872,165,43.46060606060606,43.46060606060606,18.997912905169407,18.997912905169407
E00025873,321,44.021806853582554,44.021806853582554,24.59514988722528,24.59514988722528
E00025875,290,44.355172413793106,44.355172413793106,25.485216370091468,25.485216370091468
E00025876,266,35.31954887218045,35.31954887218045,20.59820823366016,20.59820823366016
E00025877,303,38.415841584158414,38.415841584158414,24.22299848280555,24.22299848280555
E00025878,218,50.293577981651374,50.293577981651374,25.24618062176887,25.24618062176887
E00025879,306,41.10130718954248,41.10130718954248,24.60253615322818,24.60253615322818
E00025880,288,37.135416666666664,37.135416666666664,22.981110160652104,22.981110160652104
E00025882,281,36.47330960854092,36.47330960854092,22.973746648703173,22.973746648703173
E00025883,162,44.28395061728395,44.28395061728395,21.655825356548352,21.655825356548352
E00025884,325,34.45846153846154,34.45846153846154,21.831332197716776,21.831332197716776
E00025885,288,48.10069444444444,48.10069444444444,24.938256847027862,24.938256847027862
E00025886,304,38.25,38.25,22.35676815884288,22.35676815884288
E00025887,283,49.89399293286219,49.89399293286219,24.00316319195884,24.00316319195884
E00025888,314,38.20700636942675,38.20700636942675,23.27619583623982,23.27619583623982
E00025889,318,32.65723270440252,32.65723270440252,21.914634953051085,21.914634953051085
E00025890,308,28.7012987012987,28.7012987012987,20.509195481175755,20.509195481175755
E00025891,329,47.045592705167174,47.045592705167174,24.75306805998775,24.75306805998775
E00025892,246,30.650406504065042,30.650406504065042,21.43675414808661,21.43675414808661
E00025893,224,36.026785714285715,36.026785714285715,20.018135195548037,20.018135195548037
E00025894,319,29.300940438871475,29.300940438871475,22.10787657510244,22.10787657510244
E00025895,345,31.594202898550726,31.594202898550726,20.291279230436647,20.291279230436647
E00025896,454,29.704845814977972,29.704845814977972,20.439781221381516,20.439781221381516
E00025897,296,37.625,37.625,22.732890754013187,22.732890754013187
E00025898,277,35.56678700361011,35.56678700361011,22.24077845385484,22.24077845385484
E00025899,291,43.83161512027491,43.83161512027491,23.509114090357073,23.509114090357073
E00025900,307,36.28664495114006,36.28664495114006,24.406736938556683,24.406736938556683
E00025901,314,36.43312101910828,36.43312101910828,22.123318010930983,22.123318010930983
E00025902,324,38.45061728395062,38.45061728395062,23.84665990180323,23.84665990180323
E00025903,251,35.36254980079681,35.36254980079681,22.55978793944015,22.55978793944015
E00025904,377,34.737400530503976,34.737400530503976,23.355543025870702,23.355543025870702
E00025905,360,34.93333333333333,34.93333333333333,21.978997318344103,21.978997318344103
E00025906,306,33.14705882352941,33.14705882352941,21.200246082158316,21.200246082158316
E00025907,366,31.7896174863388,31.7896174863388,22.022578734105085,22.022578734105085
E00025908,409,34.567237163814184,34.567237163814184,21.141934039866538,21.141934039866538
E00025909,371,34.35309973045822,34.35309973045822,21.468943247153224,21.468943247153224
E00025910,269,38.24163568773234,38.24163568773234,24.881007388323845,24.881007388323845
E00025911,348,32.94252873563219,32.94252873563219,22.219292871728236,22.219292871728236
E00025912,309,31.783171521035598,31.783171521035598,21.27910325562011,21.27910325562011
E00025913,376,32,32,21.279097725232617,21.279097725232617
E00025914,401,31.27431421446384,31.27431421446384,21.166354518221176,21.166354518221176
E00025915,324,32.59567901234568,32.59567901234568,21.536493181268,21.536493181268
E00025916,325,33.50153846153846,33.50153846153846,22.20257806955024,22.20257806955024
E00025917,337,34.68545994065282,34.68545994065282,22.095211905477264,22.095211905477264
E00025918,279,39.946236559139784,39.946236559139784,22.493179905482137,22.493179905482137
E00025919,332,32.27710843373494,32.27710843373494,21.04307953811468,21.04307953811468
E00025920,303,35.38943894389439,35.38943894389439,22.23892284754981,22.23892284754981
E00025921,306,35.95424836601307,35.95424836601307,22.354766937792718,22.354766937792718
E00025922,316,34.00316455696203,34.00316455696203,21.945748175208358,21.945748175208358
E00025923,386,33.18652849740933,33.18652849740933,20.472380504029903,20.472380504029903
E00025924,362,35.812154696132595,35.812154696132595,22.55048055327776,22.55048055327776
E00025925,493,38.50101419878296,38.50101419878296,23.105416317325954,23.105416317325954
E00025926,339,33.41297935103245,33.41297935103245,18.537678158588434,18.537678158588434
E00025927,346,34.45375722543353,34.45375722543353,22.258283598267187,22.258283598267187
E00025928,362,37.65469613259668,37.65469613259668,22.815521580201942,22.815521580201942
E00025929,424,38.67216981132076,38.67216981132076,23.59024879705158,23.59024879705158
E00025930,344,34.48837209302326,34.48837209302326,22.776896988159926,22.776896988159926
E00025931,435,36.285057471264366,36.285057471264366,22.736451015446427,22.736451015446427
E00025932,402,33.17661691542288,33.17661691542288,22.516076838716707,22.516076838716707
E00025933,302,48.80132450331126,48.80132450331126,24.134870175179163,24.134870175179163
E00025934,377,31.774535809018566,31.774535809018566,22.430853297136895,22.430853297136895
E00025935,426,32.25352112676056,32.25352112676056,21.555106926928374,21.555106926928374
E00025936,310,34.987096774193546,34.987096774193546,21.048868120380753,21.048868120380753
E00025937,436,33.731651376146786,33.731651376146786,22.5710425413763,22.5710425413763
E00025938,320,37.51875,37.51875,23.455680044123394,23.455680044123394
E00025939,310,33.70645161290322,33.70645161290322,21.22252932904668,21.22252932904668
E00025940,291,33.914089347079035,33.914089347079035,22.66144015219023,22.66144015219023
E00025941,330,34.42727272727273,34.42727272727273,22.534320635890914,22.534320635890914
E00025942,338,31.375739644970412,31.375739644970412,21.31878158489265,21.31878158489265
E00025943,333,35.72072072072072,35.72072072072072,23.717274665342266,23.717274665342266
E00025944,274,27.66058394160584,27.66058394160584,21.67149292315988,21.67149292315988
E00025945,298,38.06711409395973,38.06711409395973,23.679442967538986,23.679442967538986
E00025948,266,33.30827067669173,33.30827067669173,19.626966605418964,19.626966605418964
E00025949,244,38.64344262295082,38.64344262295082,22.897515410364683,22.897515410364683
E00025950,164,37.042682926829265,37.042682926829265,20.44725388727664,20.44725388727664
E00025951,177,32.83050847457627,32.83050847457627,17.532909843516958,17.532909843516958
E00025952,170,36.988235294117644,36.988235294117644,22.308219684825577,22.308219684825577
E00025953,215,38.53023255813954,38.53023255813954,24.264079975314694,24.264079975314694
E00025954,242,35.71900826446281,35.71900826446281,21.443827281363752,21.443827281363752
E00025955,275,33.20363636363636,33.20363636363636,22.595506655863442,22.595506655863442
E00025957,179,47.452513966480446,47.452513966480446,21.614906733147585,21.614906733147585
E00025958,183,33.38251366120219,33.38251366120219,17.841060193038572,17.841060193038572
E00025959,217,41.903225806451616,41.903225806451616,23.535922872747598,23.535922872747598
E00025961,169,38,38,21.10010155696616,21.10010155696616
E00025962,253,33.92094861660079,33.92094861660079,22.554380401310773,22.554380401310773
E00025963,246,34.78048780487805,34.78048780487805,15.081025562141752,15.081025562141752
E00025964,255,30.83137254901961,30.83137254901961,20.29116298669908,20.29116298669908
E00025968,265,32.320754716981135,32.320754716981135,21.01890705944768,21.01890705944768
E00025969,253,30.90513833992095,30.90513833992095,22.078119179598698,22.078119179598698
E00025970,241,33.55601659751037,33.55601659751037,22.903192442679035,22.903192442679035
E00025976,185,36.037837837837834,36.037837837837834,22.60972462179849,22.60972462179849
E00025987,321,39.67601246105919,39.67601246105919,20.354077086663626,20.354077086663626
E00025988,255,28.019607843137255,28.019607843137255,8.664549449823795,8.664549449823795
E00025989,145,41.58620689655172,41.58620689655172,11.710386063766304,11.710386063766304
E00025993,189,35.63492063492063,35.63492063492063,19.40467830241623,19.40467830241623
E00025994,111,34.81981981981982,34.81981981981982,18.099321031061407,18.099321031061407
E00025995,283,28.784452296819786,28.784452296819786,21.321571302364056,21.321571302364056
E00025996,322,35.58695652173913,35.58695652173913,20.874798502386497,20.874798502386497
E00025997,285,33.10526315789474,33.10526315789474,22.347672319888797,22.347672319888797
E00025998,380,36.34736842105263,36.34736842105263,20.818359271716933,20.818359271716933
E00026000,329,34.53191489361702,34.53191489361702,23.105399728783773,23.105399728783773
E00026001,381,38.93963254593176,38.93963254593176,23.84111947370255,23.84111947370255
E00026002,267,33.53183520599251,33.53183520599251,24.722860824978106,24.722860824978106
E00026003,300,34.04666666666667,34.04666666666667,22.32006061614941,22.32006061614941
E00026004,272,35.654411764705884,35.654411764705884,21.141372208087496,21.141372208087496
E00026005,269,44.66542750929368,44.66542750929368,23.537354281049282,23.537354281049282
E00026006,286,50.26223776223776,50.26223776223776,21.96946303058047,21.96946303058047
E00026007,436,32.97018348623853,32.97018348623853,21.311731828489997,21.311731828489997
E00026008,299,34.38461538461539,34.38461538461539,23.496020599154022,23.496020599154022
E00026009,300,32.163333333333334,32.163333333333334,21.91371011930351,21.91371011930351
E00026010,220,33.46363636363636,33.46363636363636,21.918352966455803,21.918352966455803
E00026011,272,34.088235294117645,34.088235294117645,22.051924831094464,22.051924831094464
E00026012,241,45.344398340248965,45.344398340248965,22.98644663507891,22.98644663507891
E00026014,403,32.054590570719604,32.054590570719604,23.565975927416044,23.565975927416044
E00026015,245,46.3795918367347,46.3795918367347,20.74154952943247,20.74154952943247
E00026017,338,33.62130177514793,33.62130177514793,21.198057594461286,21.198057594461286
E00026018,332,37.43072289156626,37.43072289156626,22.767006301024605,22.767006301024605
E00026019,193,47.865284974093264,47.865284974093264,17.34101854006588,17.34101854006588
E00026020,324,37.21913580246913,37.21913580246913,23.440289820455497,23.440289820455497
E00026021,228,32.43859649122807,32.43859649122807,22.539650853031233,22.539650853031233
E00026022,339,39.97345132743363,39.97345132743363,23.558109011193466,23.558109011193466
E00026023,245,34.114285714285714,34.114285714285714,23.30032012725977,23.30032012725977
E00026024,265,43.71320754716981,43.71320754716981,25.50862924206304,25.50862924206304
E00026025,315,35.01269841269841,35.01269841269841,23.609883308249024,23.609883308249024
E00026026,217,37.3778801843318,37.3778801843318,20.174586808482225,20.174586808482225
E00026027,396,46.85353535353536,46.85353535353536,24.033284148515875,24.033284148515875
E00026028,356,31.97752808988764,31.97752808988764,21.96115778681163,21.96115778681163
E00026030,372,30.50537634408602,30.50537634408602,20.9187227844044,20.9187227844044
E00026031,327,37.58715596330275,37.58715596330275,22.91483740232488,22.91483740232488
E00026032,294,41.98299319727891,41.98299319727891,22.486318553027157,22.486318553027157
E00026033,293,36.829351535836174,36.829351535836174,22.33228723944723,22.33228723944723
E00026034,307,40.48534201954397,40.48534201954397,21.41976089947046,21.41976089947046
E00026035,364,39.285714285714285,39.285714285714285,22.962197087401663,22.962197087401663
E00026036,530,26.932075471698113,26.932075471698113,18.98151297983764,18.98151297983764
E00026038,485,31.25360824742268,31.25360824742268,21.492926290961215,21.492926290961215
E00026039,364,32.48351648351648,32.48351648351648,21.27874177464738,21.27874177464738
E00026040,363,30.358126721763085,30.358126721763085,21.321625698993625,21.321625698993625
E00026041,287,32.29965156794425,32.29965156794425,22.5849004237543,22.5849004237543
E00026042,563,31.509769094138544,31.509769094138544,23.434875927409223,23.434875927409223
E00026043,512,31.0703125,31.0703125,23.032074493615465,23.032074493615465
E00026045,445,28.37752808988764,28.37752808988764,19.000152635760717,19.000152635760717
E00026046,542,27.817343173431734,27.817343173431734,19.104388642053824,19.104388642053824
E00026047,403,29.25062034739454,29.25062034739454,21.675104786936085,21.675104786936085
E00026048,427,33.61592505854801,33.61592505854801,22.051104307862843,22.051104307862843
E00026049,461,29.370932754880695,29.370932754880695,19.94250270472783,19.94250270472783
E00026052,400,29.7625,29.7625,21.424018417722362,21.424018417722362
E00026053,355,33.07605633802817,33.07605633802817,21.134018582980005,21.134018582980005
E00026054,474,28.742616033755276,28.742616033755276,21.24639500106961,21.24639500106961
E00026055,187,43.70053475935829,43.70053475935829,21.114285785425565,21.114285785425565
E00026056,478,28.221757322175733,28.221757322175733,20.414083072257398,20.414083072257398
E00026057,490,26.940816326530612,26.940816326530612,17.422647254911002,17.422647254911002
E00026058,497,28.13682092555332,28.13682092555332,19.583191864014076,19.583191864014076
E00026059,332,34.12048192771084,34.12048192771084,22.857973462764498,22.857973462764498
E00026060,423,30.58628841607565,30.58628841607565,21.311423658958017,21.311423658958017
E00026065,399,32.35588972431078,32.35588972431078,21.631882740584125,21.631882740584125
E00026066,387,27.700258397932817,27.700258397932817,20.00085684525682,20.00085684525682
E00026067,415,28.15421686746988,28.15421686746988,19.30771229105632,19.30771229105632
E00026068,321,36.56386292834891,36.56386292834891,23.45973550641935,23.45973550641935
E00026069,472,29.925847457627118,29.925847457627118,20.571165102521412,20.571165102521412
E00026070,452,29.628318584070797,29.628318584070797,20.808575193923335,20.808575193923335
E00026071,336,29.675595238095237,29.675595238095237,19.65141291346197,19.65141291346197
E00026072,513,31.385964912280702,31.385964912280702,21.85640186836751,21.85640186836751
E00026073,394,28.502538071065988,28.502538071065988,20.153008694612126,20.153008694612126
E00026075,311,36.69453376205788,36.69453376205788,21.855831192627534,21.855831192627534
E00026076,286,38.97202797202797,38.97202797202797,21.98498500562282,21.98498500562282
E00026077,298,39.72147651006711,39.72147651006711,21.939454685261698,21.939454685261698
E00026078,320,32.590625,32.590625,19.032011630218957,19.032011630218957
E00026079,290,35.213793103448275,35.213793103448275,17.661831544917973,17.661831544917973
E00026080,240,36.49583333333333,36.49583333333333,17.448788886689908,17.448788886689908
E00026081,260,39.73076923076923,39.73076923076923,22.158533209592054,22.158533209592054
E00026082,253,35.77470355731225,35.77470355731225,18.36859791319668,18.36859791319668
E00026083,248,36.08467741935484,36.08467741935484,19.430892988348994,19.430892988348994
E00026084,265,36.43018867924528,36.43018867924528,19.462956120515557,19.462956120515557
E00026085,213,44.95774647887324,44.95774647887324,23.50277178739012,23.50277178739012
E00026086,255,38.63921568627451,38.63921568627451,20.93247560169367,20.93247560169367
E00026087,380,33.73421052631579,33.73421052631579,19.505371377333443,19.505371377333443
E00026088,304,34.07236842105263,34.07236842105263,18.924934910555656,18.924934910555656
E00026089,299,36.37792642140468,36.37792642140468,19.85554326555702,19.85554326555702
E00026090,333,34.4024024024024,34.4024024024024,17.112145873026943,17.112145873026943
E00026091,399,35.84461152882206,35.84461152882206,22.819829928745126,22.819829928745126
E00026092,203,55.12807881773399,55.12807881773399,22.166189348897635,22.166189348897635
E00026093,327,38.730886850152906,38.730886850152906,24.152399444037354,24.152399444037354
E00026094,311,39.62379421221865,39.62379421221865,22.577535503869388,22.577535503869388
E00026095,308,34.633116883116884,34.633116883116884,21.305406190082483,21.305406190082483
E00026096,287,36.177700348432055,36.177700348432055,21.892133632262347,21.892133632262347
E00026097,356,33.31741573033708,33.31741573033708,20.776417564726234,20.776417564726234
E00026098,319,34.739811912225704,34.739811912225704,20.149707333479785,20.149707333479785
E00026099,263,38.96958174904943,38.96958174904943,21.058602044138784,21.058602044138784
E00026100,381,31.00524934383202,31.00524934383202,13.02164084386494,13.02164084386494
E00026101,266,35.31954887218045,35.31954887218045,19.143336034053647,19.143336034053647
E00026102,320,33.159375,33.159375,19.51856859465687,19.51856859465687
E00026103,255,37.227450980392156,37.227450980392156,19.188128695810775,19.188128695810775
E00026104,258,35.81782945736434,35.81782945736434,18.855423518145194,18.855423518145194
E00026105,286,32.65384615384615,32.65384615384615,18.99609662297972,18.99609662297972
E00026106,278,33.70503597122302,33.70503597122302,21.440860898380098,21.440860898380098
E00026107,306,37.36274509803921,37.36274509803921,20.693923658266364,20.693923658266364
E00026108,179,50.98324022346369,50.98324022346369,21.330590698673294,21.330590698673294
E00026109,352,32.76988636363637,32.76988636363637,14.035806956143519,14.035806956143519
E00026110,260,37.12692307692308,37.12692307692308,21.158969139633797,21.158969139633797
E00026111,246,45.8780487804878,45.8780487804878,24.552679014507717,24.552679014507717
E00026112,344,34.16279069767442,34.16279069767442,14.788389161666029,14.788389161666029
E00026113,369,30.32791327913279,30.32791327913279,12.05640305402713,12.05640305402713
E00026114,373,32.06702412868633,32.06702412868633,14.751464698260992,14.751464698260992
E00026115,300,34.29333333333334,34.29333333333334,18.30293090796192,18.30293090796192
E00026116,173,45.14450867052023,45.14450867052023,21.11312102825405,21.11312102825405
E00026117,242,42.917355371900825,42.917355371900825,24.212779718376293,24.212779718376293
E00026118,287,36.73867595818815,36.73867595818815,20.83278420042513,20.83278420042513
E00026119,279,33.376344086021504,33.376344086021504,16.718305552389253,16.718305552389253
E00026120,318,35.22641509433962,35.22641509433962,19.059403908011667,19.059403908011667
E00026121,380,35.834210526315786,35.834210526315786,20.72438529397389,20.72438529397389
E00026122,269,38.11524163568773,38.11524163568773,22.141288801937367,22.141288801937367
E00026123,314,35.26433121019108,35.26433121019108,17.42909510733578,17.42909510733578
E00026124,321,30.925233644859812,30.925233644859812,14.94262000197303,14.94262000197303
E00026125,346,35.84393063583815,35.84393063583815,20.391499525810193,20.391499525810193
E00026126,307,35.60586319218241,35.60586319218241,20.223046246734498,20.223046246734498
E00026127,309,34.22977346278317,34.22977346278317,17.782477703070583,17.782477703070583
E00026128,422,36.345971563981045,36.345971563981045,24.395566755454862,24.395566755454862
E00026129,362,32.82596685082873,32.82596685082873,19.816473456539782,19.816473456539782
E00026130,364,26.813186813186814,26.813186813186814,18.996831452725,18.996831452725
E00026131,324,34.833333333333336,34.833333333333336,22.68542446092062,22.68542446092062
E00026132,389,41.005141388174806,41.005141388174806,23.973567366182408,23.973567366182408
E00026133,275,37.087272727272726,37.087272727272726,22.1380790823085,22.1380790823085
E00026134,292,42.3458904109589,42.3458904109589,24.071918666292646,24.071918666292646
E00026136,442,39.9027149321267,39.9027149321267,23.64355567673215,23.64355567673215
E00026137,463,34.69114470842332,34.69114470842332,21.743229711733154,21.743229711733154
E00026138,117,54.93162393162393,54.93162393162393,18.316059702615274,18.316059702615274
E00026139,333,35.693693693693696,35.693693693693696,23.90397184045504,23.90397184045504
E00026140,334,39.874251497005986,39.874251497005986,23.734563092119412,23.734563092119412
E00026141,254,37.232283464566926,37.232283464566926,22.982317938976127,22.982317938976127
E00026142,211,36.274881516587676,36.274881516587676,20.91616564059824,20.91616564059824
E00026143,315,41.526984126984125,41.526984126984125,25.07761967156107,25.07761967156107
E00026144,344,37.633720930232556,37.633720930232556,23.998533047806777,23.998533047806777
E00026145,236,37.07627118644068,37.07627118644068,20.674645497863192,20.674645497863192
E00026146,299,33.096989966555185,33.096989966555185,22.716238115734985,22.716238115734985
E00026147,504,32.83730158730159,32.83730158730159,22.972308454440572,22.972308454440572
E00026148,277,37.74729241877257,37.74729241877257,24.52300830817911,24.52300830817911
E00026149,322,36.87888198757764,36.87888198757764,22.326958433460128,22.326958433460128
E00026150,336,31.857142857142858,31.857142857142858,21.084559170029042,21.084559170029042
E00026151,385,34.45194805194805,34.45194805194805,21.084117309141202,21.084117309141202
E00026152,321,37.81308411214953,37.81308411214953,23.617047937264054,23.617047937264054
E00026153,363,31.90082644628099,31.90082644628099,19.5360857318947,19.5360857318947
E00026154,303,36.98679867986799,36.98679867986799,22.418649639042584,22.418649639042584
E00026155,393,35.87531806615776,35.87531806615776,22.498803289334024,22.498803289334024
E00026156,176,54.1875,54.1875,24.15862017109894,24.15862017109894
E00026157,301,35.25913621262458,35.25913621262458,23.06091841011652,23.06091841011652
E00026158,425,29.430588235294117,29.430588235294117,19.84861351277661,19.84861351277661
E00026159,425,30.178823529411765,30.178823529411765,18.185911599040725,18.185911599040725
E00026160,383,29.78590078328982,29.78590078328982,20.928102043471654,20.928102043471654
E00026161,368,33.307065217391305,33.307065217391305,21.286056227697625,21.286056227697625
E00026162,391,27.854219948849106,27.854219948849106,19.797480449450386,19.797480449450386
E00026163,398,30.515075376884422,30.515075376884422,20.96557148702795,20.96557148702795
E00026164,502,32.58964143426295,32.58964143426295,20.276997288377068,20.276997288377068
E00026165,418,31.95933014354067,31.95933014354067,24.204380988214485,24.204380988214485
E00026166,214,51.3177570093458,51.3177570093458,23.70400339826582,23.70400339826582
E00026167,486,28.977366255144034,28.977366255144034,20.98387947919877,20.98387947919877
E00026168,346,34.61849710982659,34.61849710982659,22.724285777810163,22.724285777810163
E00026169,237,39.856540084388186,39.856540084388186,19.257963613906075,19.257963613906075
E00026170,335,36.701492537313435,36.701492537313435,22.197544589202078,22.197544589202078
E00026171,324,36.75617283950617,36.75617283950617,20.734032810257748,20.734032810257748
E00026172,320,32.7625,32.7625,16.10797715107909,16.10797715107909
E00026173,340,40.04117647058823,40.04117647058823,24.18887232457412,24.18887232457412
E00026174,188,33.67553191489362,33.67553191489362,17.402318280439978,17.402318280439978
E00026175,227,40.713656387665196,40.713656387665196,21.10512956827789,21.10512956827789
E00026176,268,39.208955223880594,39.208955223880594,21.660670317530094,21.660670317530094
E00026177,310,39.21935483870968,39.21935483870968,22.687341884475295,22.687341884475295
E00026178,327,37.308868501529055,37.308868501529055,22.651386032792377,22.651386032792377
